rivi001jeug01_01.TEI.2.text.body.div.head.172.s.1	vertoner .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.258.s.1	Michinl , misnoegen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.263.s.1	Al weer , of weder niet ; ik Lagch Lampsins lijnbaan uiten ; ik zien voor ik , in het verscheiden , Een ruim spoor vinden eer ; ik moeten vechten en verwinnen ; zijde sterven roemryk , zijde , die het Vaderland beminnen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.268.s.1	Wat roemen verwerven gei tocht door jong af te slaan .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.268.s.2	alles Jongens-Admiraal , uiten Lampsins Touwspinbaan ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.271.s.1	Michinl .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.273.s.1	Ach !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.273.s.2	zwijgen tocht vinden die Baan !...	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.273.s.3	spreken vinden de wegge te eren !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.277.s.1	gei zijn kapitein in het kwaad , om jong af te smeren .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.280.s.1	Michiel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.283.s.1	alles janhen werken ik nog mede jong ; mare alles manna mede mennen , en alles Held spannen ik mede held an .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.287.s.1	gei zijn een schoon Held in het Vlissings-Toorenstygen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.291.s.1	Niets doen winden ik niets ; doen stom moet zwijgen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.295.s.1	zwijgen gei altoos dan stillen ; wan gei doen niets dan kwaad .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.299.s.1	het zijn goed dan die ik ik doen Zee bebouwen laten .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.303.s.1	leren het spin vinden hebben touwen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.308.s.1	Ik zijn een slechten Spinner Te landen , doch worden te Zee haasten groot overwinnaar .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.312.s.1	gei wild dan varen ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.315.s.1	Michiel , lustig .	Joy_Emotion
rivi001jeug01_01.TEI.2.text.body.div.div.sp.317.s.1	Ja .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.320.s.2	, zuchten .	Worry_BodilyProcess_Sadness
rivi001jeug01_01.TEI.2.text.body.div.div.sp.324.s.1	Wel !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.324.s.2	varen dan wel te Zee En slepen , op deze varen , ik zegenwens met .	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.326.s.1	Derde toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.329.s.1	Michiel , allee , alles murmureerende , heen en weder lopen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.1	Een ijzeren slagswaard in doen wapen ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.2	Een Manshart , tot doen Zee geschapen ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.3	Een barsten vol vuur , een manna vinden stalen ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.4	Een Heldenhart , een Admiraal ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.5	die worden ik naar verloop vinden nog mare weinig jaar ; mare ik worden hebben nooit te landen en daarom willen ik varen ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.6	Ja , zeker , Admiraal worden ik vasten door de tij , Die schoon roos baard , in spijt vinden die het benyd .	Emotion_Envy
rivi001jeug01_01.TEI.2.text.body.div.div.sp.344.s.7	Een Manshart zijn en blijven hier binden : ik willen sterven of ik willen verwinnen , gelijk ik vaak , voor ik ' persoon , hebben overwinnen zijn gewoon ; wan wat partij ik komen te kies zien ik , in het vechten , nooit verlies .	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.346.s.1	vieren toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.348.s.1	Michiel , Andries .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.350.s.1	Andries .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.352.s.1	Wel zo , Michieltje maat !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.352.s.2	wel janhen , staan gei daar ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.358.s.1	Een janhen zijn ik , mede een Manshart , die zijn zijn .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.358.s.2	hebben staan voldoen ik niet , hebben slapen nog hebben waken ; ik hoofd zijn boren vol vinden ander nut zaak .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.363.s.1	jouw kop zijn zo vol brein alles die vinden een garnaal .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.367.s.1	Om die ik dienst willen ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.370.s.1	Andries , lachen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.373.s.1	zijn voor ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.373.s.2	voor Zee-Soldaat , Of voor een ' Land-Matroos ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.373.s.3	of voor een ' knechten de knecht ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.383.s.1	Die om doen mosterd lopen ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.383.s.2	ik willen dienst om te vechten , Ja , vechten voor zijn land eer ; en die zulks durven bestaan zijn voor zijn Ovrigheen een nuttigen Onderdaan ; En hij die nuttigen zijn , hebben zijde die hij mogen varen , Of dienst doel op hebben landen , of het mogen alles Burger klaar , Of alles Regeerings Lid , zijn voor zijn Landsburgery Een nuttigen Lid vinden staan en vinden daar voordeelby .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.385.s.1	Andries	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.388.s.1	Ja , wie zijn schonne lid vinden staan , mare doen allerkleensten ; geren hoofd , vuist , nog harden , mare lid de gemeensten .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.393.s.1	Wat zijn dan ogen in het zeel ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.393.s.2	doen hand , doen voeden en bek ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.393.s.3	Wat zijn doen knie en doen arm ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.393.s.4	hebben oor , doen neuzen en nek ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.399.s.1	hebben ogen zijn zien voor uiten , doen voeren zijn hebben lopen , doen bek zijn babbelpraat , doen hand hebben schande kopen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.402.s.1	Michiel , hij slaan .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.407.s.1	doen vuist zijn klappers-baas voor uw extersmoel , doen neuzen doen vuisten-reuk , doen nek hebben knyp-gevoel , hebben oor zijn het varkens-zwoord , om , kookende , op te zwellen , En het ogen blaauwververs-baas , voor het sprookje te vertellen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.410.s.1	Andries , vluchten .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.412.s.1	helpen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.412.s.2	helpen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.414.s.1	vijfde toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.1	Dus moeten hebben gaan , zo ver hebben lopen mogen : Dus kloppen ik zij uiten die hier niet spreken mede ontzag .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.2	ik arm hebben kracht genoeg om zulk een huis te bouw , Daar ik wonen zullen en Vrouw en kind onderhouen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.3	Een harden , een heldenhart schuilen waarlijk in deze lijf , En ik hebben een barsten vol vuur , tot kloek en stout bedrijf .....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.4	mare ik moeten doen knie , nog doen voeren , niet vergeten , Die ik moeten gebruik , om een goed Matroos te heet , gelijk ik worp willen , om een een huis , zo oog Te bouw alles doen Kerk , te laai nog in ik ogen ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.5	Dus die ik , alles Matroos , het mastklimmen eest te lederen , Indien ik , alles Admiraal , een zullen een vlieden regeren .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.6	die zijn een , twee , drie , vieren , vijf , zes , zeel ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.439.s.7	die gaan goed .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.423.s.1	( hij smijten zijn ' hoeden in doen boogte . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.431.s.1	( zijn ' hoeden weder opwaards gooijende . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.436.s.1	( hij klimmen in doen hoogte . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.441.s.1	Zesde toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.443.s.1	Michiel , Kornelia .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.446.s.1	Kornelia , terwijl Michiel in doen hoogte blijven zetten .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.452.s.1	Ei , jong zien en kijk een wat doen Ruiter doen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.452.s.2	Baasin !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.452.s.5	Baasinne !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.452.s.6	komen tocht buit !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.452.s.7	Strak vallen Michiel zien dood , zo gei hij niet komen stuiten !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.449.s.1	( binnenwaarts in de scherm roepen . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.454.s.1	Zevende toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.456.s.1	Michiel , Kornelia , doen leidekker .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.459.s.1	doen leidekker , doen ladder wegneemende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.462.s.1	zo , Maatje !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.462.s.2	zitten gei daar ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.462.s.3	Nu kunde gei hoog gaan , Of vlieg laag neder .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.466.s.1	Michiel , in doen hoogte .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.469.s.1	laten daar doen ladder staan ; Of , zo ik neder daal ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.471.s.1	doen leidekker .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.474.s.1	Dan zullen gei moet spring , Of duiklen na ik toen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.480.s.1	Ik zullen uw fijn doel zingen , zo dra ik beneden komen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.485.s.1	Wel komen dan hier , Michiel ; Dan krijgen gei klap toen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.491.s.1	zo ik na doen laagte vallen , Dan wassen ik mogelijk dood .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.494.s.1	doen leidekker , spottende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.497.s.1	ik zij na doen hoogte val , waar ik alles jij .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.500.s.1	Michiel , alles voorn .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.503.s.1	houden op , houden op , mede al die mal , En zetten doen ladder neder .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.507.s.1	vliegen dan , alles het zijn zeggen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.509.s.1	Kornelia .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.511.s.1	Straks bruid Michiel op straat .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.516.s.1	Dan klimmen hij drommel slechten .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.520.s.1	zo hij doen hals dan breken ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.523.s.1	doen leidekker , lachen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.526.s.1	Daar wassen niet aan liggen ; Dan sterven hij Admiraal en hebben zijn lot gekreegen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.529.s.1	Michiel , zijn ' hoeden eest opgooijende en voorts snel na beneden klimmen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.534.s.1	Nu vliegen ik na om laai , gelijk een Adelaar .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.534.s.2	veel nu een ' leeuwenklauw .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.532.s.1	( hij , slaan , te aard werpen . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.537.s.1	doen leidekker , te aard liggen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.539.s.1	laten lossen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.539.s.2	laten lossen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.542.s.1	Michiel , hij kloppen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.546.s.1	Bedaar En schreeuw zo luid tocht niet .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.546.s.2	dor gei ik leven waag , Uilskuiken vinden doen buren ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.546.s.3	die zullen gei uw beklagen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.555.s.1	ik zijn blij wanneer ik vechten mogen ; gelijk ik hopen te doel in meenig ' Waterslag .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.559.s.1	doen leidekker , te aard .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.561.s.1	laten lossen , gei dengeniet !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.565.s.2	Michiel willen dood !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.568.s.1	Michiel , hij schuddende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.571.s.1	Om zulk een rogge te dood zijn weinig kracht vinden nood .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.571.s.2	zijn ik nog een Deugeniet ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.571.s.3	of zijn ik een Deugenal ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.574.s.1	doen leidekker , gedurig geslagen worden .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.579.s.1	Michiel , slaan blyvende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.581.s.1	Een Deugeniet zullen ik blijven aan de waal .	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.583.s.1	achtste toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.585.s.1	Michiel , Alida Jansz .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.585.s.2	Kornelia , doen leidekker .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.588.s.2	, op doen laatst rijden vinden Michiel uitkomen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.590.s.1	die dunken ik wel te rechte .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.590.s.2	ik zeggen , jong , laten hij lopen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.593.s.1	Michiel , hij , naar deze rijden , oplaatende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.596.s.1	Dan moeten gei ik , alles Matroos , een Zeemans-pakje kopen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.596.s.2	ik willen varen , het gade hoe het gade .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.600.s.1	doen leidekker , opstaan , bij zien zelf .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.602.s.1	Ja , brui jouw moeder ' er bij .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.605.s.1	Michiel , in drift .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.613.s.1	wassen grootvader niet in dienst bij ons ruiterij , Waaruit wie naderhand doen naam doen Ruiter krijgen ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.613.s.2	hij dienen het landen , ik zijn de dienst te Zee genegen , En worden ik , vinden Matroos , eest Schipper vinden een boren , die Schipperdom brengen liggen hebben Kapiteinschap voor , En worden ik schouwen bij Nacht , dan zullen ik dagelijks dwingen , En zijn ik kunnen , of mogen , zijn land vijand bespringen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.616.s.1	doen leidekker , zien herstellende en rondom afschuijerende .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.619.s.1	Niet meer dan schouwen bij Nacht ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.619.s.2	neen , die zijn voor uw te schraal ; gei worden nog schouwen bij dagge , of nederland Admiraal .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.622.s.2	, lachen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.625.s.1	Wel waarom zij Michiel geren Ridder kunne wees ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.625.s.2	Baron , of Hertog ?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.625.s.3	of ...?	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.628.s.1	Michiel , mede levendigheid .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.1	Ja , ja , ik zullen , naar deze , Wel het een of ander zijn ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.2	mare treffen ik een het geluk die ik ik ' Medenmensch vinden dood of doods druk kunnen redden door ik macht en daarin wel mogen slag , En zo voor het Vaderland mogen lijf en leven waag , Daar tekenen vinden dragen , ja daar voor eindlyk sneef , Dan weten ik vasten die ik , naar mijn dood , herleef !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.3	Dan zijn ik heil volmaken , ik zegening volkomen !	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.4	Dan bouwen ik zulk een Huis , waarvan ik nooit kennen droom In het lastig Lynbaanswerk , waarbij ik een gans dagge , Door het Draairad , enkel mare een stuiver winden mogen ; En zo ik al verder raken , mede achteruit te lopen , Deweg liggen voorwaarts op , om roemen en eer te kopen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.5	eest janhen , dan Matroos , dan Schipper , Luitenant , kapitein en zo al voor ....	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.652.s.6	Ik vechten voor het Vaderland , Ik leven en sterv ' daar voor , verzekeren die wij het leven allee lenen en om te sterven zijn geven .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.632.s.1	( In zeker verrukking . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.stage.642.s.1	( zijn ' hoeden allerboogst opwerpende . )	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.654.s.1	Negende toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.656.s.1	Michiel , Lampsins , Alida Jansz .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.656.s.2	Kornelia , doen leidekker , Andries .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.659.s.1	Lampsins , Michiels laatst rijden geheel en al horen hebben .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.669.s.1	Michiel hebben groots gelijk , hebben zijn een slechten Soldaat , Of slechten Matroos , die niet na het Hoogkapteinschap staan .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.669.s.2	doen dood zwerven overal , te landen en op doen baar ; ik sterven nooit voor zijn ' tij , mare leven in dood gevaar , zo wel op zijn Koningstroon alles in de schamel hut .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.669.s.3	En hij zijn goed bewaren die god hand beschutten : zijde , die doen los Zee en het vasten landen bebouwen , Staan even lossen en vasten , wanneer wie het wel be schouen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.673.s.1	hij zijn te willen en woest .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.675.s.1	Lampsins .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.678.s.1	doen Zee maken wild tam ; Daar worden een stuur een Schaap , een Leeuw een weiden Lam .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.681.s.1	doen leidekker , na zijn rug voelen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.684.s.1	hij Schaapt en Lammert schonen .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.684.s.2	Ik zij geren Lamren keel zo mak alles sinds Michiel , zo zwak in al deel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.687.s.1	Andries , tegen Alida Jansz .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.690.s.1	Ei , laten Michiel tocht gaan , wat ik uw bidden mogen , wild hij wij hier ontrust en af kloppen dagge op dagge .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.694.s.1	Ja , zenden hij wegge , Baasinne , om hier in vree te leven .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.698.s.1	het zijn wel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.698.s.2	Ik zullen hij dan een Vaarenspakje geven .	None
rivi001jeug01_01.TEI.2.text.body.div.div.head.701.s.1	tiend toneel .	None
rivi001jeug01_01.TEI.2.text.body.div.div.stage.703.s.2	, kapitein , Kornelia , doen leidekker , Andries .	None
rivi001jeug01_01.TEI.2.text.body.div.div.sp.710.s.1	Ik nemen hij in ik ' dienst ; hebben landen zijn hij te koud , En door doen zulk worden doen Zee hebben goed bebouwen ; hij die daar heten na zijn kunnen daar doen hitte voelen ; zijde maken doen koud warm , en doen de gloed verkoelen .	BodilyProcess_Desire
rivi001jeug01_01.TEI.2.text.body.div.div.sp.speaker.713.s.1	Michiel , in verrukking .	Joy_Emotion
