bidl001nede01_01.TEI.2.text.body.div.head.138.s.1	doen muiterij en nederlaag vinden Midas , Of koning onverstand .	None
bidl001nede01_01.TEI.2.text.body.div.stage.291.s.1	Alhier gaan hebben nieuw gordijn openen .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.292.s.1	Tweede toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.294.s.1	Bedilal , Nijd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.296.s.1	Bedilal .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.301.s.1	HIer zijn doen plaatsen ; o Nijd !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.301.s.2	aanzienlijk Afgezant , Heraut , en Legerraad vinden Koning Onverstand , de groot Midas , daar ik ik ' getrouw vriend , doen twisten en Achterklap , deze ogenblik mos vinden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.303.s.1	Nijd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.308.s.1	Bedilal nog alom Verbeterlost noemen , wieden Midas , alles een hoofd vinden zijn aanslag roemen , ik toeven , tot doen zinnen wat laag ... zacht , zijde komen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.308.s.2	hebben barsten aardrijk schijnen zelf op zij komst te schromen .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.310.s.1	Derde toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.314.s.1	twisten , Achterklap , vinden onderen op , Bedilal , Nijd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.1	zijn welkom erg twisten , en listig Achterklap , gei weten , hoe Midas langen naar Febus meesterschap En wraken dingen hebben , zints hij mede ezel oor , Om die hij lief pan , alles zijn gespel mogen horen Geplaagd zijn ; mare nog rusten Apollo hier niet bij .	Emotion_Vindictiveness
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.2	hij hebben voor eeuwig hij , denken , welk een tirannie !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.3	mare no zijn ' vriend ook te zangperke uitsmijten .	EmotionalAction_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.333.s.4	hij dreigen , die hij niet eerd , mede dood , en bau , en keten . het zijn eind'lijk tij , om een te dempen zijn gezag , Te proef , wat ik naar die honen op hij vermogen ; En al zijn wijsheid heetscht , of vrij konslen bloeien , doen vorstin , mens , en zij eernaam uiten te roeien ; hebben algemeen goed de letterkunde in spijt vinden rijden , die zij helpen , te dempen voor altijd , En hier toen zijn u raden de Vorst , en wij vinden nood .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.335.s.1	twisten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.1	ik zullen toon , die ik niet vergeessch zijn op ontbooden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.2	Ik hebben ik brein wetten , om een doen hovaardij vinden Febus Heiligdom te straflen , zode gei ik , Bedilal , Achterklap , en Nijd hebben oor wild leen , zullen ik vinden deze uur af , zijn lustre zode verkleinen , die niet een mens eerlang meer vinden hij weten zullen : Ja zode wij kracht ontbreken in node , of krygsgeval , zullen stout onweetenheid , een vinden u meelters vriend , hebben vinnig slag-zwaard vinden zijn wrok op zijde gaan binden .	Emotion_Pride_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.3	Bedilal , nu vinden naam , moeten ook vinden opperkleed , veranderen , gaade slaan , alwaar ik tij besteden In letteroeffening , om het zijn daar te zeggen , En alles Verbeterlust , verachten , weerleggen , En hekel al wat hij hoord , of lezen zien .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.4	Een kunst in oud tij mede nut , en eer geschieden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.5	Nu kunnen het een handvat zijn om geest uiten te blussen , En kunst haatclijk te maken ; ondertussen moeten gei uw uiterlijk bekleden mede al het geren mare naar geleerdheid lijken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.6	halen titelen te lid vinden groot schrijver , en doen aan doen wereld blijk , die ook doen wijsheid zelf hebben wil uw verrijken , mede diep keanis .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.7	onnasporelijk begrip , En het zuiver oordelen : staan op lettergreep , en stippen alles of ' er al aan hangen ; om het mede een tittel te uiten , noemen uw een Criticus , daar kunde gei in besluit Al wat uw nodig zijn , om nu te tij , alles wijze Ook mede de gauw geest te twist om de prijzen gei hebben voorzichtiglijk deze mannekleed nemen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.8	wan zijn zijn achterklap , alles manna , ooit voorgekoomen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.370.s.9	gei zullen eenvoodigheit bedriegen mede die schijn , Die waand , die gei een vrouw bij vrouw mare kunde zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.365.s.1	Tegen Achterklap .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.374.s.1	deze zijn doen recht wegge , om elk door haten te stijf .	Emotion_Hatred_BodilyProcess
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.376.s.1	Achterklap .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.378.s.1	Wat zullen ik middelerwijl te zijden af bedrijf ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.1	gei zullen al , die gei hoord , die iets in lett'ren doen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.2	verstaan die enig schrift doen wereld geven voor goed , Of het zijn , in eer en rusten bedektelijk tegenvaaren , Niets vinden zijn , of kracht vinden zynekunst verklaren ; mare druk hij een schande , of lasterlijk daad Op het harden weer tegendeel niet liggen te toon staan .	HeavyHeartedness_Emotion_BodyPart_BodilyProcess_Remorse
bidl001nede01_01.TEI.2.text.body.div.div.sp.389.s.3	Bedilal , gade terwijl uw slaatelijk verkleden , zode kunde gei ieder mede wat aanzien tegen treden .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.391.s.1	vieren toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.393.s.1	Achterklap , Nijd , twisten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.398.s.1	zijn voegen ik ik om goed aan stof , gelegenheid , En spraak te raak ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.409.s.1	Nu moeten gei mede meer beleggen , alles ooit u arbeiden doel ; wan zode zijde wij ontdekken , die zij de Koning , meer alles ooit , tot nadeel strekken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.409.s.2	Bedek u aangezicht , voor al ook deze gewaad mede Reedelijkheid , een stof , die zien wel plooien laten ; zeggen niets voorzeker , mare doen het zekerlijk geloven , Door vals brief , en getuige ; eer te roven zijn klein kunst , allee daar horen geheugen toen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.1	ik wassen onvermoogende , en worden rijden ik zelf moede , Nu scheppen ik aamtocht , en ik drift in het harden blazen vinden stout Onweetenheid , zullen Febus zelf verbazen : Ja nu door Nijd aldus , Vorst onverstand herleven ; zullen kunst en kennis zieden , hoe weinig wijsheid geven , Wanneer wij raadgespan zijn ' kracht wel doen werk ; mare ik neb vernoomeu , hoe zien Febus durven vetsterken , zijn ' oud weten , rijden weer stellen in zij gebruiken , Op die Vorst Onverstand voor zijn scepter duik ; mare niemand vinden wij Volk kunnen volger deze weten , doen hand op papier , aan boek , of pen zet .	BodilyProcess_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.2	eest moeten ik zedig , en tot deugd , en eer gezind , Een wild tijd toon , die ik wetenschap beminnen ; Dan langen zien oefenen in jouge en oud soonften ; bij stil ervarenheid , die schonen , en nut leren schisten ; Dan proef , of ik heen vinden ver volgen kunnen , zien hoedende ( wan deze verblinden hebben oordelen ) vinden Laatdunkenheid , die vaak in schijn vinden lusten breken , de braaf geest hebben hun oefening breken .	Emotion_Love_Desire
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.3	beletten ( zode luid zijn les ) te komen tot de trappen , vinden waar kennis , en staven wetenschap .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.4	Hier naar ( wat liggen ik hij die schrijven willen , te voorn ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.5	Wat moeten doen bende niet vinden die Tiran al horen ? ) Verkiezen stijl , en stof , naar letter ocffening , alles of ' er helen iets groot aan stof te keur hangen , En elk vinden al stof niet schrijven mogen en dienten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.6	Die niets schrijven hebben , die teder kennen verplicht , Tot lof , beveeld hij streng , ja op verbod de pennen , die zien tot tegenspraak vinden niemand schrift gewennen ; geren onderzoek-schrift schryve , of aanwyze elk gebrek : ik mogen vinden taalkunst , nog vinden wijz'van zeggen spreken , te zijde door klaar vertoog , ik een en andermaaal , tonen hebben ' , die ik het merg , en het schonen verlla de talen , zijn vinden ik spreken willen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.7	Nog zullen gei dikmaals lezen , vinden onbeschaaftheid , en vinden schijn leren te wees , vinden zot vinding , en ergerlijk vermaken , vinden misbruik zijn kunst ; hoe ik doen geest wraken , En in hunn ' schaduw volgen , hoe gei mede Midas vaan , Ook bij doen onkundigste zijn ondergang wild banen : Nog willen hij , die die geren , wie ruw onkundigheid , alles doen ons , door de druk voor ieder oog liggen , Niet vinden verbeteren reppen , voor die hij zijn schristen zode hebben verbeteren , die een kenner die mogen zift .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.460.s.8	Kortom , wie moet hij , en zijn zoon mede kracht Bestormen , wilmen niet , die zijn verheven macht , wij al , en ons Vorst voor eeuwig dwing te zwijgen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.462.s.1	Achterklap	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.1	ik weten rijden doen onzijdigheid , zode ver ' voor wij te krijgen , die zijde Vrouw ijver al vinden daag verdagvaart hebben , Om scherp rekening te geven , hoe ik leven mede eer en zedigheid , op haare Schouwtooneelen , Ik weten , alles goed willen , zode stemmig zij te strelen , die zijde zij ' tederheid alreeds schenden achten .	EmotionalAction_Love
bidl001nede01_01.TEI.2.text.body.div.div.sp.474.s.2	Ik hebben aan d'and'ren kanten doen vrolijkheid belacht , In schijn vinden los jeugd , bespotten , tergen , verweeten , die op hebben schouwtoneel , doen blijdschap worden vergeten , En niet alles dof stof vertonen , ik treffen zij hart ; zode die elk klaagd , die zijde niet wel gehandhaaft waard .	Joy_Emotion_BodilyProcess
bidl001nede01_01.TEI.2.text.body.div.div.sp.478.s.1	Daar komen Bedilal .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.480.s.1	Vijfde toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.483.s.1	Bedilal , twisten , Nijd , Achterklap .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.483.s.2	Bedilal bekleden mede brand vinden boek , Titel-namen vinden groot en befaamde schrijver , konst-woorden , en wetenschap , in veelerly taal .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.491.s.1	mede die ciersels en gewaaden zullen gei Geleerdheid zelf ( ik zwijgen het botten grauw ) verraden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.491.s.2	Heer Criticus , het staan wel , en het zijn een licht dracht , Onkostelijk , en na de nieuw zwier bedenken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.496.s.1	Wat lezen , wat zien m'er al latijns en Griekse nemen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.496.s.2	wij maken tocht deze kleden ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.504.s.1	deze hebben gei moeten ramen , Pedantmachinicus .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.504.s.2	doen ding , die gei lezen zijn niet , alles het fijn vinden ervarenheid en geest .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.504.s.3	hij geven ik ook een lijst vinden uw schrijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.504.s.4	vriend , zijn zullen ik nu ik eest ' en moeilijkst arbeiden vinden ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.521.s.1	ik helpen eest ijver , daar Apol door leven , vinden kanten , wan deze geest zijn ' macht te groot onderstand ; Ja kunnen ik mede een slag zijn ' school neder ploffen , zode zullen zijn ' bende eerlang niet op zijn ' kunst meer sloffen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.521.s.2	Daar zijn al onenigheid in zij belang zwaaien , dewijl en deugd , en vreugde ' , op het fel om voorstand kraaid , zullen gei mede in-en voor-en tegenspraak liggen mank , die zelf doen wijsheid daar al oefening zullen staken , En dan zijn het ver ' genoeg , zij vriend , voogd , zoon , En kunst beminnaar , dan door velen verwyts , en hoon , Wanlustig , dof , en moede maken door u verachten , Niet een naar Febus , of zijn ' geven zullen trachten ; Aldus krijgen Onverstand , wij al Vorst en Heer , hebben wettig bezitten , vinden deez ' tijd lett'ren weer .	HeavyHeartedness_Joy_Emotion_Disgust
bidl001nede01_01.TEI.2.text.body.div.div.sp.526.s.1	mare eer wij ijver , of een vinden zij Volk komen storen , laten wij doen les , die Pedant uw geven , een horen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.564.s.1	ik zullen zeggen , wat ik wel hebben meest Onthouden moeten ; wat iemand lezen , Of schrijven , stout tegenspreken , gedurig toepen , het zijn gebrek !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.564.s.2	En het geren uw dienen , gelijk alles ik , In al slag vinden rijmerij , En lettetkryg niet weer te schrijven , het geren voor wij eigen werken moeten blijven ; wan hoe die list wij zijn gelukken , weten , schonen zijde een moeten zijn drukken , Eu eenmaal slechts toneel koude houden , Elk , die het begekkende aan komen schouw . het zijn velen dan , ja schier al te velen , zode wie te mede uiten Frans een delen , vinden een vertoonstuk overzetten : Dus blijven ik vrijen vinden regel , weten , vinden houding , schikking en wat meer , de speele - dicht'ren vinden zij ' eer beroven ; zode zijde het , alles wie , begrijpen , Ik moeten ik ' hersenen wat slijpen , Om uiten deze Frans , deze Grieks , latijn , Te lederen , wat kunstwoord zijn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.564.s.3	Hoe moeilijk zijde mogen wees Om zeggen ; ik moeten nochtans niet vrees . ik spreken , schonen ik niet weten , wat hebben zijn , vinden Episode , Epithesis , vinden hyperbool , Catastrophen , En zulk een goed ; vinden Eitososen , En redenaar ; mare ik letter op ; ik ' wijsheid krijgen aars liggen doen schoppen , die niemand in ik woerd kunnen val , Bestraftmen ik , ik zeggen niet mede al te zaak , mare vangen een deuntjen aan , zode het schelden niet wel door willen gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.566.s.1	Achrerklap .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.574.s.1	gei zijn aldus genoeg gewapend om de drempel , Ja al doen waardigheid te schenden vinden die Tempel , Ik geven ik onder het Volk gei , houden een ogen in het zeel .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.572.s.1	Tegen twisten .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.580.s.1	Ik gade na Midas , op die ik hij mededeil , Hoe ik gezantschap tot dus ver zijn aflopen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.586.s.1	Daar komen doen onzijdigheid , nu staan wat goed te hoop , Z ' zijn hevig , zode hebben schijnen , wijlen ijver zij verweren .	Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.586.s.2	wie gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.593.s.1	Ik schuil Nu tonen , hebben geren gei hebben leren .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.591.s.1	Tegen Bedilal .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.595.s.1	Zesde toneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.598.s.1	onzijdigheid , vrolijheid , ijver , Berispal een weinig te zijden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.600.s.1	onzijdigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.603.s.1	gei vorderen ik , het zijn wel ; ik zullen het nu zelf gaan horen , mare moog'lijk hebben gei nu iets zedigs uitgekoren ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.605.s.1	ijver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.608.s.1	ik zullen nu doel , gelijk ik altijd hebben braden , Ik zijn verantwoorden , alles gei het zelf wild horen gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.1	het zijn niet genoeg , die staan en Kerk blijven onbesproken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.2	Vaak liggen ook scherpheid in een dubbel zijn duiken , doen dertelheid door kunst zode wel bewimpelen , die doen eenvoudigheid in het eest doen vuiligheid niet vatten ; Maardoor gebaar , en meer alles een te zieden , of horen , het vergif gewaar waard , die niet kenbaar wassen te voorn .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.3	Ik cisen een destigheid in zaak , en in talen ; doen wereld wijsheid zelf , leren op doen scherp schaal vinden eer en billikheid , en weten al wegen , Om tegen rusten , nog rechte , nog rijden iets te plegen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.4	Hoe kunnen ik dan te velen uw raden , om het gezicht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.5	nog het oor te kwetsen mede of gijl , of steekgedicht ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.1	doen Nijd en Achterklap kunnen liggen iets hatelijk noemen , Optygen , die ik het vuil mede voordacht willen verbloemd ; wan wylze ommagtig zijn om iets te maken , het geren , vermaken en lering geven , aan heer , of het gemeen , zijn al zij werken , en vreugde , een ander werken te laken , verkeerd uitlegging , en beduitzelen te maken .	Joy_Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.2	mare horen nu , of ik ooit u ' zuiverheid misdoen ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.3	doen burgerplicht waard steeds in ik beleggen voeden . ik geven schilderij in talen , hoe boosheid waard verdrijven , En deuglijke eerzucht mede vernoeging opheffen .	Honor_Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.4	doen zedenplichten , en behoorlijke omgang mede hoog , en laag , gaan in ik gezag in zwang .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.5	doen stemmigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.642.s.1	Vrolikheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.1	Die waard althans zode zeer gepreezen , die op u schouwtoneel ik rol haasten uiten zullen wees . het heten , alles ik mare een ' woerd vinden juk of boerde zeggen , die dus doen wegge tot al onkuisheid openen liggen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.2	En wij , wij zijn , die dus op mijn zede smalen ?	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.3	ik doel bij uw , bij ik u doel op het haatlijkst malen ?	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.4	geloven , onzijdigheid , het zijn mens , die doen macht , Door list , of deugd ontbreken , om zien alom achten Te maken door zij pen '; mare lachen mede vol mond , Om het wees vinden doen deugd ; ik vinden gestadig vinden , En nemen tot hunn ' smaad ; ik noemen zij stuur en stijf .	Joy_Emotion_BodilyProcess_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.5	gei strekken de Nijd en twisten een heim'lijk tij verdrijven .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.6	ik schendmen al te lossen , en hout al ogenblik , Onhebbelijk gesprek , en gril kwint kwik .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.7	laten ik , onzijdigheid , een zonder veinzen raan , slaan achten op al ik doel , ik zullen het op uw slaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.8	Gv zullen u ' toestand voor tot mijn blijdschap gunnen , zijn in doen deugd ook zelf zien zij verheugen kunne .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.1	die gei dan wederzijds op ik te onvrede zijn , gei ik te groot vreugde ' , gei straf talen verwijten , komen niet , of uiten uw beide , of toestand mijn zaak .	Joy_Emotion_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.2	Vorst Onverstand weten nu een twistrot op te maken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.3	Om doen eer vinden Febus kroon , te deel ik betrouwen Te schenden , eer en kunst , en oefening zode stout Te last'ren , die geren geest ik helpen zij durven leen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.4	ik hoord geleerdheid , alles doemen , in band steen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.5	doen wijsheid laten zien mare bij weinig nog zieden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.6	doen letter-oeffening ; moeten alles te sluik geschien : wan komen een haater vinden doen kunst die vlijtter oor , zode hebben die yv'raar rijden zijn ' goed naam verliezen .	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.7	Indien ook Febus in deze inbreuk niet voorzien , zode raken Geleerdheid , en zijn ' achten , helen tot niet .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.8	Och !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.9	mogen Geleerdheid een nog voor ik ' oog komen .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.682.s.1	Bedilal te zijden .	None
