vos_002kluc01_01.TEI.2.text.body.div.head.115.s.1	Klucht vinden oen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.218.s.2	Ik zullen jouw schuilen besteden bij meester Floor doen vreemdert : leren dan e / n tutelende / b / a / baden / b / nul / bo / in het groots eemdert .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.221.s.1	nu kijken jouw papa een an / zo krijgen hij liggen een duit uiten zenden tas .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.224.s.1	doen jong lijken ik of hij uiten ik aanzicht snijden wassen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.227.s.1	ik kijndtje et epist : lopen een droog luier halen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.231.s.1	Ik lopen naar binden / doen tijd liggen niet die ik langen zullen dralen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.231.s.3	Ik lopen al waar ik Ritsaart lopen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.234.s.1	Verschuilen wij hier wat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.240.s.1	staan / Ritsaart / staan / waar wilje met Fijtje heen lopen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.240.s.2	houden stelen / of ik zullen jouw levendig et vellen afstropen / Al wassen ' er sinjeur Roggestaert en juffrouw Konkelpijps bij .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.243.s.1	Ik hebben gieren nood vinden hangen : wan suiker steel zijn zoet dieverij .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.1	hebben ik hij / ik duwen hum wel met een mest in zenden rib .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.2	Ik zweren bij ik tureluur die ik hum nog zullen lubben .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.3	Ik raeje komen wederom / ier die ik ' er meer op vloeken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.251.s.1	die geloven ik wel , wan jij binden een dubbel koter / jij vijst door et hemt in doen broek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.254.s.1	Ik zeggen die jij Fy weder geven / of doen duivel zullen doen kaars houden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.257.s.1	Wat zij doen drasbroek doel / hij goed doen stoel voor zenden naers klauwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.260.s.1	Ik zullen morgen naar de Dam gaan en zoeken na prokreur bodem .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.263.s.1	Ik zullen jouw na vijsten en na pissen / dan hebje voor wijndt en voor stroom .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.264.s.1	Oen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.266.s.1	Die guit doen slim / of hij de mantel vinden doen kapstok stelen / en die kunnen ik niet veel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.269.s.1	die ik zij vinden zenden schouwer stelen / zij ik zij dan ook vinden gieren kapstok steel ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.272.s.1	Ik gaan na Avekaat Rijnsewijn / die weten veel uiten te recht / zo ik zeggen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.275.s.1	die zijn waar / hij weten velen uiten te recht : wan hij et veel mens uiten zij goed erecht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.278.s.1	Wat of doen meer haar voor laat staan ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.278.s.2	of mientze die ik mal binnen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.281.s.1	jij binden een manna als een paerdevijg : wan daar zijn gieren gal in .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.284.s.1	Ier die een uur te einde zijn / zullen ik schikken die ik vinden haar horen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.287.s.1	doen zo ; schikken al dingen op zenden stede / en zetten doen pispot in et dressoir .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.1	hebben ik ik kortelas en wassen ik dan houden in et harnas / Ik zij hum naar zenden gat beteren als een twiede Olifarrenas .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.2	Ik tros graaf olykoek ; een manna als are anderhalf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.3	laat komen wij die willen / al wassen et doen geuze duivel Dikdalf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.4	Ik binnen een manna als een kammeel ; ja een manna als een dromedaris .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.297.s.1	jij binden een manna alliens als een spiritus familiaris .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.300.s.1	Ik zullen al gat door snuffelen en zoeken na doen guit .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.303.s.1	Die zenden neuzen in al gat willen steker haaltz'er dikwijls bestruist uiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.306.s.1	Et zij ik rechteboort wel lust / om op Fy te grauw .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.309.s.1	Of jij doen duivel lust / wij zij hij voor jouw kakken ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.312.s.1	alles Ritsaart ik te moeten komen zullen ik zo blaezen die hij voor ik verschrikken zullen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.316.s.1	blaas vrijen die jouw horen barsten / jij weten wel die jouw wijf jouw weder are hoorn beschik zullen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.1	zij ik Fijtje zo kwijt wees ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.2	die zij ik al ik leven moeien ; zijde zijn nog zo jong / die mer doen oor vinden et hoofd snijden / zij zullen ' er vinden zelf weder an groeien : daar bij et zij een gehoorzame mond / die asze slechts lachen om een truizenuis / Dan ' er iene oor tot et aar lopen en komen vinden zelf weder thuis / haar rondom kakelbont en pimpelpaars wang / zij ik in et gasthuis voor tinne-pispotten an doen bedtsteen te pronken hangen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.3	Op haar kammoesde lip en op haar neuzen vinden die zelfde kleur / lezen ik doen stoory vinden Orsel en Valentijn en vinden Blancefleur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.4	mare die zijn al even veel / hier dienen nu zo velen spreekens niet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.330.s.1	zijn zot Stijn ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.330.s.2	steken jouw naers vinden et goed zo bekladtje doen deken niet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.333.s.1	die hier een haai wassen / ik laten een in ik handen kijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.336.s.1	Nu dienen ik doen gelegenheidt / om oen uiten te strijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.1	Hoe !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.2	zijn et hier al deegelijk werken ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.3	zeggen op / wij horen ik daar ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.342.s.1	jij horen doen duivel meester / die zijn slim alles een toovenaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.348.s.1	zo wouw ik wel die jij ik wat raden geven / sinjeur duivel meester : wan ik wijf zijn op te bieden mede een Venus priester : waar door die ik ' er gunnen / tot straffen vinden et onwaarde feit / Datze / asze sterven / blind vinden doen aarde scheit .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.352.s.1	Et zijn een kleinigheid / een aar bij zenden wijf te laten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.352.s.2	Al wij een aar bij zenden wijf liggen / doen an Venus werken vinden karitaten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.2	werken vinden karitate ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.3	die luitme al te schalk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.4	hebben ik Dibberigh trouwen in doen blaauwestiene blaasbalg / Ik hebben goed edaen ; of Lobberigh mede doen Mammen ; Of Woutertje Lammerts ; of Lammertje Lammerts in doen lam / naast lam Lammert Lammertsz .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.5	in doen lam Lammere-straet / dichten bij doen Lammere koop daar het lam Lam in lam Lammert Lammertsz .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.6	gevel staat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.7	Och oen / zeggen die / laat ik allien op jouw liefde hoop / Of aars zelje ik et snot uiten ik neuzen zieden ontlopen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.8	Wel hoe !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.9	en spreekje niet ; of en veel jij gieren minne-vuur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.10	Ja ja / zeggen ik / lopen kakken bij daag / doen kaars binnen duur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.11	zien / zeyze / watje doen / ik binnen doen Peet vinden juffrouw krotten / Allernaast doen drie verkierde Spaans-leere mosterd pot : daarom beraad jouw wel en wilme ook te woord staan : wan ik binnen zode verbranst heet / jij zout wel een ei in ik poort braden : daar bij doen ik het hoofd zode bezukt zeer die ik ' et jouw niet half kunnen zeggen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.12	doen jouw hoofd zeer / zeggen ik / ik naers doen zeer / wil wij doen ziek bij menkaar leggen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.13	En Tanneke Boterams maken ik lest zo dartel warm / die doen liefde uiten haar harden schieten tot achter in haar karteldarm : mare zij wassen zode morsig die dieze doen borst wouw raak / Tasteze mede een pollepel / om die hij zenden hand niet vuil zij maken : mare zij hebben ' er een deugd bij / wan zij beven zo op ' er religi staan / Datze al-te-mets wel zeggen / ier ik vinden ik geloven wouw gaan / Of ier ik op et pad vinden doen verdoemenis wouw dwaalen / Ik hebben lief datme doen duiker vinden staan an komen halen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.14	zo binnen jij / zeggen ik / al een standvastig meid .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.15	die denken ik wel / zeyze / ik moeten al veel doel om zenden zaligheid .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.383.s.1	zwijgen / zwijgen / al langen enoeg : wan die jij ik verstoren .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.386.s.1	Ik hebben veel lief datje in ik sekreet vallen als in ik woord .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.391.s.1	Ik ra jouw die jij zwijgen / en goed ook fluks vinden hier ; mare zooje helpen begeren / komen over een kwartier / Ik zullen jouw hulpzaam zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.397.s.1	hebben jij het zo voor enomen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.397.s.2	Ik binner mede te vrede om flusjes weder te komen / Om vinden te deeg te zieden hoe die ik zaak voor goed .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.400.s.1	goed hange-bast / goed / god gunnen die jouw doen mogen slaan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.403.s.1	nu goed et na ik zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.406.s.1	Ik binnen mede et stikken belaade .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.411.s.1	Ik zelme gaan verklien in Toovenaars gewaade / En schuilen et aangesicht in een bemorsen grijns / zo hebben doen toverkunst bij et volk al vrijen wat schijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.414.s.1	ei maakje dan geriet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.417.s.1	Ik zullen op al lid .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.1	Ik zweren die ik oen hoofd met hoorn zullen bezet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.2	Die gorten-teller / die henne-taster / die treuzelaar / hij doen hum op als Delfs engel / en et zijn nog kwalijk peuzelaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.3	komen ik hum altemet een reis om een god woord smeken / Wat et hij te doel ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.4	hij hout zenden mond en laat zenden poort spreken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.5	zeggen ik : lief jij weten wel die ik zulk vlaag haten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.6	Dan staat hij en grijnzen alles doen duivel tegen de dageraad .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.7	Ik zullen na doen schouwen lopen / zeggen hij lest / en vragen of ik jouw op mogen sluiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.8	Wilje lopen / zeggen ik / zode lopen een ver in doen naers / zode zelje niet wederom stuiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.9	Of lopen in doen pompen en halen doen klappen naje toen / jij recht droog gek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.10	Ik wouw die hij wassen daar doen peper wassen : wan ik binnen hum zo moede als gespoge spek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.11	torn hij een vrij wassen / torn wassen hij een aar kwant / die hij ook zelf niet zullen ontkennen : wan als hij uytging / zode zeggen zenden varen : kleden ik laat ik haan uit / elk bewaren zenden hennen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.12	daar ik hum ook te lief om hebben : wan ik denken als ik hij krijgen / die ik dan wat waers hebben / En nu ik hum hebben / zijn hij zo droge / ja zo droge / als Sinteniklaas aersgat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.13	Ik weten gieren onderscheiden / tussen hum / en Jochum vinden de poel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.14	het zijn zulk houteklik / ik zij hum een gat in het lijf pissen en hij zij ' et niet voelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.15	kennen ik hum wijze maken die hij ziek wassen / ik gink na Parecelses in doen bonten mannen ; Dats een Dokter die ik dienstig zij wees : wan die helpen ' er meer vinden kanten als doen Beul vinden Haarlem ; ja als doen wreed de tierannen : daarom zijn et wonder datze hum niet uiten doen vrijheid vinden Amsterdam ban : mare d'anspreekers zullen et niet begeren / die zijn buit al vermoeden : wan die hij uiten ebanne wassen / dan hebben die volk hier niet veel te doel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.16	Wel binnen ik mal / die ik hier met ik en weten niet wij praten ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.17	Ik mogen heen gaan : wan ik dunken die doen klok daar twee slaan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.1	die goed na doen Duivels-miester al zij ' er een kind vinden komen : Al wassen doen duivel zelf / ik zouw'er niet voor schromen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.2	Ik hebben wel ier ( in ik dromen ) een roven uiten doen hal ebrocht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.3	nul elemalementen wat hebben daar al vreemd ding bezoeken !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.4	Wat zwieren ' er alA bonten vlieger !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.5	wat al gravin boek !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.6	Wat al sulleye mantel !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.7	wat al fluwiele broek !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.8	Hier wassen Jan alleman : daar Gerrit aldewerelt : ginds Ellikien : Hier hebben ik Labbekak / en daar Verneem-al zien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.9	doen rappige fransje waar ' er an Kontermans staart eregen / daar ' er doen Duivel / alles hij drukken / een of scheuren om doen pers mede te veeg .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.10	doen geltzuchtige Woekenaers wel ier tot doen oor toen in het bonten / worp ' er esmolte goud door een zulb're trechter egoten in ' er mond .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.11	D'Advokaten en procureur / vinden jong op ebrocht tot liegen / aanzien ' er elk een ring door doen tong / om datze doen duivel niet zullen bedriegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.12	doen Bakkers die het brood veel licht maken als de eis / worp ' er et wicht met heet tang enepen uit zij vlees .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.13	doen diefachtig Snyers / die het laken door het ogen vinden doen schaarde rok / worp ' er tot straffen / door het ogen vinden een gloeiend schaarde etrokken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.14	doen Kox / die kat en hond voor haazen en konijn verkopen / worden ' er estroopt / En an et spitten esteeken / en met Heyntje-mans peekstok bedroopt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.15	doen kassier / die d'eerbaarheyt vinden zij Miesters kast verkrachten / tal ' er macht en dag niet als vurig stuk vinden acht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.16	doen Meulenaars / die het koren uiten vreemd zak aanzien ehaalt / worp ' er op een Grut-meulen / zode fijn als tarwe malen / emaalt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.17	doen Glazemaakers / die in plaatsen vinden schaars zeven duim vijf duim voor een voeden schrijven / die ik zelf hebben bevinden / worp ' er door een loodwijn / zo dun als een ael en zo langen als een piek ewonden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.18	doen waarde / die doen kan niet te deeg vol tap / en hebben bier met water mengen / worp ' er ekookt op een onzichtbaar vier ; wan datze het vier zien / zeggen doen duivel / zij zouwent / als jouw wel kunnen gissen / met water uit hozen / of te minst uit pissen / zo binze et ewent met water om te gaan .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.19	doen notaris / en Secretarizen / die zulk woord schrijven dieze zelf quaelijk verstaan ; Gelijk : non numerate pecunie , alternatijf , directelijk , indirectelijk , prolongeren , exhereditatie , prediciabel , arbitrateurs , donatie causa mortis & inter vivus , ik kennen het niet half uiten spreken / Die zien ik ' er met zegelgaeren en inktkoker gieselen / en met pen en pennemessen door doen huid steker / En met smolte lak / en heet zand bedruppen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.20	Ik denken / die zijn ' er voor / die jy'er zo veel door jouw kwaad Duits en val Latijn in et lijden hebben ebrocht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.21	doen Dokters / d'Apteekers en Barebiers / komen ' er met zulk groot hoop / die doen duivel dikwijls vrees / datze doen hal nog af cel lopen / En vermoorden al wat ' er zijn in doen hels kolk : wan ' er binden gieren fel beul / nog wreed moordenaar in doen werreldt als die volk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.22	d'Apteekers worp ' er zo langen in een vijzel estampt datze beginnen te stinken ; Dan geeftmen deze stof / met menschemieg emengt / an doen Doktooren te drinken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.23	doen Barebiers worp ' er ekorezijft / en het bloed af etapt en het heel lijf deurvlijmt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.24	doen Pasquillemaakers die tot schimp vinden aare aanzien erijmt / worp ' er bij doen loogenaars in een branden oven esmeeten ; En in et mijden vinden et vieren betonen zij ' er nog als poeet : Wantze huilen en krijten zo netten op rijmen dat'er niet een silp an schelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.25	Ik vraagde een duivel : waarom woord deze volk gieren zwaar straffen mede edeelt ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.26	die mogen niet wees / zeggen doen droes / die houden dichten byme komen treden : wan deze volk et op doen werreldt meer smarten als hier in doen hal eleeden / Om datze / dieze beschempten / zien lachen / mit'er schimpen / vol venijn .	Joy_EmotionalAction
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.27	Die een aar doen lachen als hij hum kwaad meent te maken / liggen dubbel pijnen .	Emotion_BodilyProcess_Dissapointment_Anger_Annoyance
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.28	Maarze hebben ' er nog een deugd bij / zeggen doen duivel / al quamze haar niet vinden boven : wan zij waar zo botten in et liegen / die niemand haar paskwil wouw geloven .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.29	torn komen ik op een aare plaatsen / bij mens met een woekeren Geest ; Deez ' hebben / toenze nog in doen wereld waar / Lommerthouwers eweest : nu warenze inde hels lommerd verzetten tegen vijf en veertig en een quart te honderd ; En om datze et verstaegeldt niet opbrochten / worp ' er al daag een lid vinden et lijf eplondert .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.30	Die door et zwiet en bloed vinden arm rijf worp vereisen gieren minderen ellent .	None
