bred001moor01_01.TEI.2.text.body.div.div.head.3771.s.1	nemen de spellen personage .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.2	soud ' ik deze zo lossen dan varen laat ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.3	Och !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.4	of ik een vinden god zo veel mare ontvangen die ik doen minnen alles uw niet diep in en gaan ; of die uw een doen vlammen die ik hebben harden doen blaken , mede zulk hitte mogen uw ziel branden manen .	Emotion_BodyPart_BodilyProcess_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.5	Of rook gij mare doen geur , gij sturreft vinden ik leed , En vinden doen bitter spijt , die gij ik gist'ren deedt .	Emotion_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.1	bedroeven uw niet ik harden !	Emotion_BodyPart_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.2	ik lieverd !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.3	ach ik waard !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.4	Daar zijn gheen zoet mond ( gheloof ik ) op aard .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.5	ik uitverkiezen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.6	ach het zijn niet uit tros gheschiet , nog ook om liever willen , neent zekerlijk niet , mare tot een goed einde al ik voornaam strekken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.1	Ja die gheloof ik goed !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.2	en die gij het daarom rekken te goed einde , he ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.3	en om beterswil kwansuis zo sluiten gij wij uit liefd ' zo moyties buytenshuys .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4247.s.1	Ja dunken uw die ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4247.s.2	wel an , ik willen uw nu beduiden Om welk saake ik uw hebben doel ontbieden :	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4253.s.1	enten uw believen , secht op ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4261.s.1	eest bidden ik datje secht Of hij wel zwijgen zullen , de deze , uw knechten ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.1	wieden , ik ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.2	zeer wel , mare houwen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.3	ik zwaard uw bij ik trouw , zo lang ik waarheydt hoor kunnen ik ik mond wel houden ; mare zo gij iets versieren vinden leugen deze , of die , zo brengen ik hebben verstaan over die heel stad , nul ik kunnen zo larye , tros yemandt van besteden Larysters van heeckel-velt , van kattegat , van hol en van vasten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.4	Dats nu al eveneens , spreken op , en sechdy rein biechten zo zullen ik zwijgen , en uw straf alles gij liecht .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4301.s.1	ik hebben een moer die woonachtig wassen in Spangjen , Doch Brabants vinden boren .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4305.s.1	dats wel !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4342.s.1	alles doen prins vinden oranje Hier uit hebben land vertrekken , mede zijn edel en bloed , uit vrees vinden hebben straffen bedwingen van gemoed , En soob'ren staan de land , en die d'Hollantsche stellen , de groot overlasten , en het schricklyck moorden lid ; zo wasser zeker Don een loosen oud guit , Die een klein meisje hebben benevens and're buit , Die hij zoom daar roepen wel loff'lyck hebben verwerven , deze schonk hij an ik moeder , en voorts zijn hij ghesturven An die fransoysche ziekte , en kwelling van maag ; hij zeggen eer hij sterven , deze kind zijn uit de Haagh .	Fear_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.4347.s.1	uit Haagh ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.1	zo denken ik , ik zijn niet zeker vroed ; zijde noemen dikwijls ik zij Vader en zij moer : mare voort gheen meer bescheiden , nog vinden zij staan of stad , vinden welk door jonkheid zijde gheen kennis hebben hebben .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.2	Daar naar ik moer houden deze jong wicht in eren , En lietet kunst , en velen schoone werk lederen , vinden naaien mede doen naalt , vinden teeck'nen uit handen , vinden het spel op doen luiden , naar doen manier vinden het land : vinden lustig dansen , ook vinden meesterlijk te zingen ; enten korten , zijde brochtse op in al zoet ding ; ik moer hadtse tocht te wonderlijk bezinnen , Niet alles een vreemdeling , mare alles een eigen kind ; En ik hadse ook lief , en zien zij bijster garen , doen lied wanen die wie twee ghesusters waar .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.3	Daar naar zo zijn ghebeurt die ik zeker verdrag Maackten , mede een Jonghman die hier voor leggher lach : Een Oosterlingh !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.4	die ik ( God willen hebben hij vergeven ) Hier troond , en brachtmen tot deze onbehoorlyck leven : hij hadmen zeer bemindt ghelyck hebben bleek in't eend wan zien hij maackte ik al het god bij Testament .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.5	naar wat verloops vinden tijd zo komen hier doel een ruiter , Een half mal bloed een Roover , een vrijbuiter , Die hebben doen Muts op ik , en hebben ik vaak bezoeken Tot die hij lest vertrekken en reizen op een tucht .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.6	het sinds vallen uw oogh op ik , gij quaamt bij ik verkeren En trockt ik harden en zin , ik mogen uw niet ontberen , alles ik uw niet en zien ik ziel wassen ongerust : alles ik uw weder zien ik vlammen steeds vinden lusten , uw zelf zijn bekennen , hoe ik uw plegen te strelen En ik verborghentheen zo grondig te bevel : gij waard allee ik raad , ik helpen , ik huel , ik heil , die oydt wassen meest doen weg tot mijn boezem veil , Daar ik alles branden lont doen ving'ren vinden uw hand Ontvonckten het ingewand , en doen alles Bus-poer brand .	Worry_Emotion_EmotionalAction_BodyPart_BodilyProcess_Love_Loyalty_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.7	En elk woord , hoe klein die gij tot mywaarts spreken , ik alles een Sulpher-stock , doen heet barsten ontsteken .	BodyPart_BodilyProcess_Love_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.8	Helas !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.9	wat kitteling gevoelen ik door het vernieuwen : ik troost !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.10	waarom zijn ik beletten mede uw te huwen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.1	Ja hadse die geluk die afrijden kween hij trouwen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.2	ja koopje geren glas ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.3	ik denken wel neen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4470.s.1	nul waardig !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4470.s.2	gedenken hoe gij een waard ghelegen , Nevens ik groen zijde : ghelyck wie dikwijls plegen Te doel : mare nooit zo zoet alles die ghewenste nacht Die vinden wij beiden wereld mede vreugde door-ghebracht .	Joy_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.4474.s.1	Wat nacht , wanneer , en hoe ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4506.s.1	mare doen gij onder al verwinnen vinden doen vaak in slaape waard vallen ; ik hooft liggen in uw narm , uw hand liggen an ik zijde , uw oochjes half toen die lonckten nog op ik : wij weten wat tocht die ik inde zin viellen , doen rijden mede geweld ik lust tegen hiellen , zo niet ; of ik rijzen op , en kust voort terstond uw voorhoofd , wang en kaak mare boven al uw mond : ik spreken , gij snuiven , ik woelen , en stil bleefdy liggen En wat ik meerder denken die zullen ik uw een zegenen .	EmotionalAction_BodyPart_BodilyProcess_Love_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.1	alzo !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.2	liech al voor , wel zeker jij kuntet prompt zijn geren jammer die liegen zonde zijn , daert zo wel te passen komen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.3	Wat gherammel hebben ik hier ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.4	jij zullen doen waarheid spreken , En beginnen daar jij eest uw rijden bij laten steken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.1	Wel ymmers hoort dan toen , hoe dat voorts bevaren : ik moer sterven , en laten hebben jong kind zij broeder , Wel verstaan ik Oom , die somen wel mogen weet vinden een gierig droes wassen gans en al bezitten : Niettemin voor eest , zo nemen hij ' twicht wel zijn Onghevaarlyck de tijd vinden tien of twaalf jaar , enten lest wier ik Oom helen zuinig en helen karig , Doch d'oude lied zijn hier meest vinden onderwaarich , zijde garen sparen steeds als minst haar zijn vinden node , S'onthouwen om hebben geld zij zelf kleed en brood .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.2	Wat streng straffen liggen gij , nul giericheyt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.3	rechtvaardich uw slaaf op ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.4	en achten zij kosten nog voedsel waardig .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.5	doen manna hebben ghelt en schatten in groot overvloed , Wat wassen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.6	hij wassen en beven een dienstknecht vinden zijn goed .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.7	de smorghens staan hij op in een kaal onderrockje , En gaan enten vuilnisvat , en roeren mede een stok , ook somtijds mede zijn hand , en sochtet scharep door , En vullen zo een zak mede d'een en d'ander leur .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.8	hei breien al daagh zijn korfjes en zijn mat , En beven een bedelaar bij ridderlijk schat .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.9	Wat baten doen rijkdom dan alsmense niet besteden Tot wij of zijn naast nut ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.10	ach arm niet en bijten !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.11	nul geltsucht !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.12	nul gij plaag !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.13	gij gront-vest al kwaad !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.14	nul honger diemen kunnen vernoegen nog versaden !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.15	mare wat doen duivel denken en blazen doen mens in volbrengen hij mede een zetten om het snood geld gewin : Ghelyckmen Noom , die om velen goud te saam te hoopen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.16	besluiten deze lief Lam aan iemand te verkoopen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4598.s.1	Wel hoe verginckt hij doch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4614.s.1	rechte alles AEsopus hond , Die om doen schijn van groot , verliezen ' tvleys uit zijn mond : hij zijn uit Spaengien voort mede deze opzet varen , Om zij te veilen bij doen turk of barbaar .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.1	Onmenschelyck gebruik !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.2	Godloose schelmerij !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.3	Datmen doen mens venten , tot paartsche slavernij !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.4	Hier zijn ook in stad , die zulk handelen drijven , In Farnabock : mare het zullen god niet verholen blijven .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.1	doen Spaansche Kraack en wassen mede ballasten niet ghelaan , mare mede Jan gat , die niet op doen varen verstaan : zijde dwarrelen inde Zee mede neerghestreeke zeil , En weet ster nog grond te schieten nog te peil .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.2	doen kracht van Magneet en wasser niet bekennen , En niemand wassen vinden zij doen dol Zee gewennen , Voorts kompter bruysent an een schip vol ruekeloosen En godvergeten guit , vinden schuimer en matroos , Die klamp hij anboort en liggen hij een laag Gheschuts te zijde in , en raak zo voor slaags : die groot bakbeest die verladen wassen mede zes honderd Spaenjaarden , wassen terstond veroveren , en plunderen , Gepluystert , en geplockt , vinden geld en kostlyckheen , Diese wanen op doen tucht te mangelen en besteden ; doen spek , die zij lijf mede geld niet kunnen boete , Die nemen hebben Grauw gheswindt en spoeldese doen voeren : ik Oom wereld ande Mast rechte overeind stellen , En mede een touwen om het hoofd gewronghen en knellen , die hij doen ader grof opswollen schier tot barsten , zo die hij bijten vinden pijn die hij doen tand knarsten : nog leed hij niet mijt : doel komen een oorlochs-boef En nemen zijn voorst duim , en schroefse in een schroeven die hij te nagel uit , hebben bloed mede krachte spuiten , zijn lijf wassen hij zo lief niet alles zijn spaans kluit .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.3	doen Schieman spreken tot hij wijzen mede gemak uw ghelt Of ik zullen uw eerlang doel zegenen mede geweld !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.4	Dan ik raad uw voor goed verwekken ik tot gheen tooren Of ik zullen mede buskruit vervullen dyne ooren , En steeckent mede wat vieren houden luchtig inde branden zijn die gij hier uw geld niet daadlyck schacht te handen !	Emotion_Anger
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.5	doel isser ' tgroote woort dusdanig uitkomen : ik hebben , nul mennen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.6	horen , grootmoedig voornemen Te sterven , eer ik uw zij wijze geld of goed Doch een ding wringen en wroegt , ja geselen ik moeten zo fel en yssellijck mede honderd duizend streep Om die ik ik nul schandt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.7	zo bijster hebben vergrijpen : die wit meisje , die daar ginder zitten en schreien , die hebben ik laas !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.8	ghedocht uit ickers giericheydt Aan enig moors Prins of koning te verkoopen , Nu zijn God dank mede zij velen goed afgheloopen ; Och !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.9	doen tocht gheen kwaad , doen ik vrijen watje wild , hebben zijn ik schier alliens of gij ik braat of vildt ; Daar liggen ik geld ( zeggen hij ) delen gij die bootsghesellen : Voort hebben hy't avontuur van meisje gaan vertellen , vinden zijn , en hoe zijde komen , en wieden zij hebben brengen , korten om ; ik noom zijn daar voor slaaf enten land verkopen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4780.s.1	Hoe tommelt hebben geluk vinden zijn mens staan en leven !	Emotion_Happiness
bred001moor01_01.TEI.2.text.body.div.div.sp.4780.s.2	mare wieden hebben uw zo vlek al deze reis beschrijven ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4813.s.1	de Hopman ik boelschap die hebben ik vertellen , wan hij wassen Kapiteyn van roovers schip stellen : vinden fijn ducate goud zo schonk hij ik een keten Tot een welkom ; mare doel hij komen te weet die ik mede uw op nieuw zo kennis hebben ghemaackt , zo komen hij op zijn paren , hij zijn doch haasten raken , Die zotheid hebben hij , die hij om leur en zeur , alles een bijslaap , hij zo hevich gaan verstoren ; ik dunken het zijn misverstand , datmen daar zo op zien : zo velen alles ik angaat , ik nemen die zo nauw niet .	Emotion_Anger
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.1	Wat onbeschaamtheyt groot gebruik gei in uw woorden ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.2	zijn beven hebben meisje doch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.3	die woud ' ik die ik hoorde .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4873.s.1	hij brochtet mede doen buit in deze mening hier , Om ik te schenk tot een meydt of Kamenier , Dan nu hij zien en hoort hoe die wie het samen leven , Nu zijn hij niet zinnen doen Dochter ik te gheven Voor en al eer die ik ( hebben dienen uw tocht gheseyt ) Een wijltydts mede hij leven in al vriend'lyckheydt : Niet die ik op hij zo tochtich zijn verslingerd , Die niet zoet aan hij hebben , ik spotten mare mede de dringhert , te zijn gheen Ritsaardt !	None
