vos_002kluc01_01.TEI.2.text.body.div.head.115.s.1	Klucht van Oene .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.218.s.2	Ik zel jou school besteen by miester Floor de vreemdert : Leert dan e / n tutelende / b / a / ba / b / o / bo / in 't groot eemdert .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.221.s.1	Nou kijk jou papa iens an / zoo krijgt hy licht ien duit uit zen tas .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.224.s.1	De jonge lijkt me of hy uit men aanzicht esneen was .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.227.s.1	Men kijndtje et epist : loop ien drooge luier haalen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.231.s.1	Ik loop na binnen / de tijdt lijt niet dat ik lang zel draalen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.231.s.3	Ik loop al waer men Ritsaart loopt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.234.s.1	Verschuilen we hier wat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.240.s.1	Stae / Ritsaart / stae / waer wilje mit Fijtje heen loopen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.240.s.2	Hou stal / of ik zel jou leevendig et vel afstroopen / Al was ' er sinjeur Roggestaert en juffrou Konkelpijps by .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.243.s.1	Ik heb gien noodt van hangen : want suiker steelen is zoete dievery .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.1	Hadt ik hem / ik dude hum wel mit ien mes in zen rubben .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.2	Ik zweer by men tuureluur dat ik hum noch zel lubben .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.248.s.3	Ik raeje kom weerom / ier dat ik ' er mier op vloek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.251.s.1	Dat loof ik wel , want jy bint ien dubbelde kater / jy vijst deur et hemt in de broek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.254.s.1	Ik zeg dat jy Fy weer geeft / of de duivel zel de kaers houwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.257.s.1	Wat zou de drasbroek doen / hy gaet de stoel veur zen naers klouwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.260.s.1	Ik zel margen na den Dam gaen en zoeken nae prokreur Boom .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.263.s.1	Ik zel jou nae vijsten en nae pissen / dan hebje veur wijndt en veur stroom .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.speaker.264.s.1	Oen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.266.s.1	Die guit doet slimmer / of hy den mantel van de kapstok stal / en dat kan ik niet veelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.269.s.1	Dat ik ze van zen schouwers stal / zou ik ze dan ook van gien kapstok steelen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.272.s.1	Ik gae nae Avekaat Rijnsewijn / die weet veul uit te rechten / zoo men zeght .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.275.s.1	Dat is waer / hy weet veel uit te rechten : want hy et veul menschen uit haar goedt erecht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.278.s.1	Wat of de meer heur veur laet staen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.278.s.2	of mientze dat ik mal bin ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.281.s.1	Jy bint ien man as ien paerdevijg : want daer is gien gal in .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.284.s.1	Ier dat ien uur ten eindt is / zel ik schikken dat ik van heur hoor .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.287.s.1	Doet zoo ; schik alle ding op zen stee / en zet de pispot in et tresoor .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.1	Hadt ik men kortelas en was ik dan hiel in et harrenas / Ik zou hum na zen gat beeteren as ien twiede Olifarrenas .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.2	Ik trots graef olykoek ; ien man as are anderhalf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.3	Laet koomen wie dat wil / al was et de geuze duivel Dikdalf .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.294.s.4	Ik bin ien man as ien kammeel ; ja ien man as ien drommedaris .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.297.s.1	Jy bindt ien man alliens as ien spiritus familiaris .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.300.s.1	Ik zel alle gaten deur snoffelen en zoeken nae de guit .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.303.s.1	Die zen neus in alle gaten wil steeken haaltz'er dikwils bestruist uit .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.306.s.1	Et zou me rechteboort wel lusten / om op Fy te grauwen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.309.s.1	Of jy de duyvel lusten / wie zou hem veur jou kauwen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.312.s.1	Als Ritsaart me te moet komt zel ik zoo blaezen dat hy veur me verschrikken zel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.316.s.1	Blaes vry dat jou hooren barst / jy weet wel dat jou wijf jou weer are hoorens beschikken zel .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.1	Zou ik Fijtje soo quijt weezen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.2	Dat zou me al men leeven moeien ; Zy is noch zoo jong / dat mer de ooren van et hooft sneedt / ze zouwen ' er van zelf weer an groeien : Daer by et ze ien gehoorzame mondt / die asze slechts lacht om ien truizenuis / Dan ' er iene oor tot et aar loopt en komt van zelf weer t'huis / Heur rondtom kaakelbont en pumpelpaerse wangen / Zou men in et gasthuis veur tinne-pispotten an de bedtsteen te pronk hangen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.3	Op heur kammoesde lippen en op heur neus van die zelfde kleur / Leest men de stoory van Orsel en Valentijn en van Blancefleur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.327.s.4	Maar dat is al eeven veul / hier dient nou zoo veel spreekens niet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.330.s.1	Binje zot Stijn ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.330.s.2	steek jou naers van et bedt zoo bekladtje de deekens niet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.333.s.1	Dat hier ien heyen was / ik liet iens in men handt kijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.336.s.1	Nu dient me de gelegenheidt / om Oene uit te strijken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.1	Hoe !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.2	is et hier al deegelijk werk ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.339.s.3	zeg op / wie hoor ik daer ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.342.s.1	Jy hoort de duivels miester / dat is slimmer als ien toovenaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.348.s.1	Zoo wou ik wel dat jy me wat raedt gaf / sinjeur duivels miester : Want men wijf is op te bien met ien Venus priester : Waer deur dat ik ' er gun / tot straf van et onwaerde feit / Datze / asze sterft / blindt van de aerde scheit .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.352.s.1	Et is ien kleinigheit / ien aar by zen wijf te laeten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.352.s.2	Al wie ien aar by zen wijf lijt / doet an Venus werk van karitaten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.2	werk van karitate ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.3	dat luitme al te schalk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.4	Hadt ik Dibberigh etrout in de blaauwestiene blaasbalk / Ik hadt beter edaen ; of Lobberigh met de Mammen ; Of Woutertje Lammerts ; of Lammertje Lammerts in de Lammen / naest lamme Lammert Lammertsz .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.5	in de lamme Lammere-straet / Dicht by de Lammere koop daer 't lamme Lam in lamme Lammert Lammertsz .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.6	gevel staet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.7	Och Oene / zeyde die / laet me allien op jou liefde hoopen / Of aars zelje me et snot uit men neus zien ontloopen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.8	Wel hoe !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.9	en spreekje niet ; of en voel jy gien minne-vuur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.10	Ja ja / zey ik / loop kakken by daag / de kaersse binne duur .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.11	Zie / zeyze / watje doet / ik bin de Peet van Juffrou krotten / Allernaast de drie verkierde Spaans-leere Mostert potten : Daerom beraet jou wel en wilme ook te woort staen : Want ik bin zo verbranst hiet / jy sout wel ien Ey in mijn poort braen : Daer by doet me 't hooft zo bezukt zier dat ik ' et jou niet half kan zegge .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.12	Doet jou hooft zier / zey ik / mijn naers doet zier / wille we de zieke by menkaar legge .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.13	En Tanneke Boterams maakte ik lest zoo dartel warm / Dat de liefde uit heur hart schoot tot achter in heur kartel-darm : Maar ze was zo morssig dat dieze de borsten wou raaken / Tasteze met ien pol-lepel / om dat hy zen handen niet vuil zou maaken : Maar ze had ' er ien deugt by / want ze bleef zoo op ' er religi staen / Datze al-te-mets wel zey / ier ik van men geloof wou gaen / Of ier ik op et pad van de verdoemenis wou dwaalen / Ik had liever datme de duiker van stonden an quam haalen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.14	Zoo bin jy / zey ik / al ien stantvastige Meyt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.380.s.15	Dat deink ik wel / zeyze / men moet al veul doen om zen zaligheyt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.383.s.1	Zwijg / zwijg / al lang enoeg : want dat jy me verstoorde .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.386.s.1	Ik heb veul liever datje in men sekreet valt as in mijn woorden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.391.s.1	Ik rae jou dat jy zwijgt / en gaet ook flux van hier ; Maar zooje hulp begeert / komt over ien quartier / Ik zel jou hulpzaam zijn .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.397.s.1	Heb jy 't zoo veur enomen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.397.s.2	Ik binner mee te vreen om flusjes weer te komen / Om van ter deeg te zien hoe dat men zaak voort gaet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.400.s.1	Gaet hange-bast / gaet / gort gunt dat jou de moort slaet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.403.s.1	Nou gaet et nae men zin .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.406.s.1	Ik bin met et stik belaade .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.411.s.1	Ik zelme gaen verklien in Toovenaars gewaade / En schuylen et aangesicht in ien bemorste grijns / Zoo heeft de Tover-kunst by et volk al vry wat schijns .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.414.s.1	Ey maakje dan geriet .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.417.s.1	Ik zel op alles letten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.1	Ik zweer dat ik Oenes hooft mit hoorens zel bezetten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.2	Die gorten-teller / die henne-taster / die treuzelaar / Hy doet hum op as Delfs Engels / en et is noch qualijk peuzelaar .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.3	Kom ik hum altemet ien reys om ien goet woort smeeken / Wat et hy te doen ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.4	hy houd zen mont en laet zen poort spreeken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.5	Zeg ik : liefste jy weet wel dat ik zulke vlaagen haat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.6	Dan staet hy en grijnst als de duivel tegen den dageraat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.7	Ik zel nae de Schout loopen / zey hy lest / en vraagen of ik jou op mach sluiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.8	Wilje loopen / zey ik / zo loop ien veer in de naers / zo zelje niet weerom stuiten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.9	Of loopt in de Pomp en haalt de klap naje toe / jy rechte drooge gek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.10	Ik wou dat hy was daer de peper wast : want ik bin hum zoo moe as gespoge spek .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.11	Toen hy ien vryer was / toen was hy ien aar quant / dat hy ook zelf niet zel ontkennen : Want as hy uytging / zo zeyde zen vaar : kyeren ik laet men haan uyt / elk bewaar zen hennen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.12	Daer ik hum ook te liever om hadt : want ik docht as ik hem kreeg / dat ik dan wat waers had / En nou ik hum heb / is hy zoo droog / ja zoo droog / as Sinteniklaas aersgat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.13	Ik weet gien onderscheyt / tusschen hum / en Jochum van der Poelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.14	't Is zulken houteklik / men zou hum ien gat in 't lijf pissen en hy zou ' et niet voelen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.15	Kon ik hum wijs maeken dat hy ziek was / ik gink nae Parecelses in de bonte mant ; Dats ien Dokter die me dienstig zou weezen : want die helpt ' er mier van kant As de Beul van Haarlem ; ja as de wreedste der tierannen : Daerom is et wonder datze hum niet uit de vryheidt van Amsterdam bannen : Maar d'anspreekers zouwen et niet begeeren / dat is buiten alle vermoen : Want dat hy uit ebanne was / dan hadt dat volk hier niet veul te doen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.16	Wel bin ik mal / dat ik hier mit ik en wete niet wie praat ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.444.s.17	Ik mach heen gaen : want me dunkt dat de klok daer twie slaat .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.1	Dat gaet nae de Duivels-miester al zou ' er ien kijndt van komen : Al wast de duivel zelf / ik zouw'er niet veur schroomen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.2	Ik heb wel ier ( in men droom ) ien roof uit de hel ebrocht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.3	O elemalementen wat heb daer al vreemde dingen besocht !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.4	Wat zwierden ' er alÀ bonte Vliegers !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.5	wat al Gravinne boeken !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.6	Wat al sulleye Mantels !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.7	wat al fluwiele Broeken !	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.8	Hier was Jan alleman : daer Gerrit aldewerelt : gins Ellikien : Hier heb ik Labbekak / en daer Verneem-al ezien .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.9	De rappige Fransjes waeren ' er an Kontermans staert eregen / Daer ' er de Duivel / als hy drukte / ien of scheurde om de pars mee te vegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.10	De geltzuchtige Woekenaers wel ier tot de ooren toe in 't bont / Worden ' er esmolte gout deur een zulb're trechter egoten in ' er mont .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.11	D'Advokaten en Procureurs / van jongs op ebrocht tot liegen / Hebben ' er elk ien ring deur de tong / om datze de duivels niet zelle bedriegen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.12	De Bakkers die 't broodt veul lichter maakten as den eysch / Worden ' er et wicht mit hiete tangen enepen uyt haar vleys .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.13	De diefachtige Snyers / die 't laaken deur 't oog van de schaer rokken / Worden ' er tot straf / deur 't oog van ien gloeyende schaer etrokken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.14	De Kox / die katten en honden veur haazen en konijnen verkoopen / werden ' er estroopt / En an et spit esteeken / en mit Heyntje-mans peekstok bedroopt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.15	De Kassiers / die d'eerbaarheyt van haar Miesters Kas verkrachten / Tellen ' er macht en dach niet as vyerige stikken van achten .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.16	De Meulenaars / die 't kooren uit vreemde zakken hebben ehaalt / Worden ' er op een Grut-meulen / zo fijn as tarwe meel / emaalt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.17	De Glazemaakers / die in plaats van schaars zeuven duym vijf duym veur een voet schrijven / dat ik zelfs heb bevonden / Worden ' er deur ien loodwijn / zoo dun as ien ael en zoo lang as ien piek ewonden .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.18	De Waerden / die de kannen niet te deeg vol tappen / en het bier Mit water mengen / worden ' er ekookt op een onzichtbaar vyer ; Want datze 't vyer zagen / zey de duivel / ze zouwent / as je wel kan gissen / Mit water uyt hozen / of ten minsten uyt pissen / Zoo binze et ewent mit water om te gaen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.19	De Notarissen / en Secretarizen / die zulke woorden schrijven dieze zelfs quaelijk verstaen ; Gelijk : non numerate pecunie , alternatijf , directelijk , indirectelijk , prolongeren , exhereditatie , prediciabel , arbitrateurs , donatie causa mortis & inter vivus , ik ken 't niet half uit spreken / Die zag ik ' er mit zegelgaeren en inktkokers gieselen / en mit pennen en pennemessen deur de huidt steeken / En mit smolte lak / en hiet zandt bedruppen .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.20	Ik docht / Dat is ' er veur / dat jy'er zoo veul deur jou quaedt Duits en vals Latijn in et lyen hebt ebrocht .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.21	De Dokters / d'Apteekers en Barebiers / komen ' er mit zulke groote hoopen / Dat de duivels dikwils vreezen / datze de hel noch af zellen loopen / En vermoorden al wat ' er is in de helsche kolk : Want ' er binnen gien feller beuls / noch wreeder moordenaars in de werreldt as dat volk .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.22	d'Apteekers worden ' er zoo lang in ien vijsel estampt datze beginnen te stinken ; Dan geeftmen dit stof / mit menschemieg emengt / an de Doktooren te drinken .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.23	De Barebiers worden ' er ekorezijft / en 't bloedt af etapt en 't hiele lijf deurvlijmt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.24	De Pasquillemaakers die tot schemp van aare hebben erijmt / Worden ' er by de loogenaars in ien brandende oven esmeeten ; En in et midden van et vier betoonen ze ' er noch as Poeeten : Wantze huilen en krijten zoo net op rijm dat'er niet ien silp an scheelt .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.25	Ik vraagde ien duivel : waerom wordt dit volk gien zwaerder straf mee edeelt ?	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.26	Dat mach niet weese / zey de droes / die hiel dicht byme quam treeden : Want dit volk et op de werreldt mier smart as hier in de hel eleeden / Om datze / dieze beschempten / zagen lachen / mit'er schempen / vol fenijn .	Joy_EmotionalAction
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.27	Die ien aar doet lachen as hy hum quaedt mient te maaken / lijt dubbele pijn .	Emotion_BodilyProcess_Dissapointment_Anger_Annoyance
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.28	Maarze hadden ' er noch ien deugdt by / zey de duivel / al quamze heur niet van boven : Want ze waaren zoo bot in et liegen / dat niemandt heur Pasquillen wou gelooven .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.29	Toen quam ik op ien aare plaats / by menschen mit ien woekerende Geest ; Deez ' hadden / toenze noch in de werrelt waeren / Lommerthouwers eweest : Nou warenze inde helsche lommert verzet teugen vijf en veertig en ien quart ten hondert ; En om datze et verstaegeldt niet opbrochten / worden ' er alle daag ien lit van et lijf eplondert .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.30	Die deur et zwiet en bloet van armen rijk worden vereisen gien minder ellent .	None
vos_002kluc01_01.TEI.2.text.body.div.div.sp.588.s.31	De Soliciteurs / veur bloedtzuigers van Weezen en Weeuwen bekent / Worden ' er veur turf onder ien Ketel vol pachters estookt / in plaats van koolen : Dit waeren Pachters die de sluikers deeden bloên en zelf haddenze et Landt bestoolen .	None
