rivi001vero01_01.TEI.2.text.body.div.head.230.s.1	De verovering van den Briel , Of grondlegging der Batavische vryheid .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.307.s.1	Tweede tooneel	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.310.s.1	Treslong , Koppestok , op zyn Vaartuig .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.312.s.1	Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.314.s.1	'k Moet weeten van naby hoe 't hier geschapen staat .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.318.s.1	Kom hier aan Land , Kaptein ; ik heb u iets te vraagen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.322.s.1	Ik kom u daadlyk by .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.324.s.1	Derde tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.327.s.1	Treslong , alleen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.340.s.1	Wy moeten alles waagen Om ons in deezen muur te vesten met beleid ; Daar 't Eiland , door zyn ' stand en welgelegenheid , Ons zoo veel voordeel geeft , als 't Spanje schaê zal weezen , En nog deklip kon zyn , daer 's Konings magt , nadeezen , Zich op te bersten stiet en gansch verbryslen zal .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.340.s.2	Oranje , braave Held !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.340.s.3	gy die geen ongeval Of lyfsgevaaren vreest , om Neêrland te bevryden , Uw onverwelkbre roem zal 't meeste voor ons stryden , En overwinnen doen !	Fear_Emotion
rivi001vero01_01.TEI.2.text.body.div.div.sp.340.s.4	uw naam alleen doet meer Dan Lumeys woest Gevolg en al ons krygsgeweer .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.342.s.1	Vierde tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.344.s.1	Treslong , Koppestok ,	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.349.s.1	Wat is ' er van uw ' dienst ?...	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.349.s.2	Maar wat komt gy hier Mynheer Treslong ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.353.s.1	Gy ziet die Schepen wel ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.358.s.1	Watraaken Die Schepen u of my ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.363.s.1	Zoo ze onder myn bevel Behoorden raakten ze u ligt meêr ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.370.s.1	Wel hoe !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.370.s.2	Ik tel Van verre in deeze Vloot wel zesentwintig Kielen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.370.s.3	Denkt gy Toledoos magt te water te vernielen ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.370.s.4	Of hebt ge iets anders voor ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.376.s.1	Ja .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.376.s.2	Luister eens , myn Vrind : Wy komen door 't geval , door stroomen , weêr en wind , Of 's Hemels wil veeleer , aan deeze Kust gedreeven .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.380.s.1	Gy komt uit Engeland ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.388.s.1	ôJa .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.388.s.2	Aldaar te leeven Als balling en van roof , viel ons te zuur en wrang , En daarom namen wy te saamen , reeds voorlang , Het eensgezind besluit , iets van gewigt te waagen , Gelyk wy nu gaan doen op Brielle .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.394.s.1	Ik moet u vraagen Of deeze gansche vloot met Krygsvolk is bevracht ,	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.398.s.1	Zelf overlaaden vol .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.404.s.1	De Stad is in uw magt , Zoo gy de waarheid spreekt , en 'k u den weg wil wyzen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.404.s.2	Zyn all ' die Schepen vol !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.415.s.1	Maar twee zyn Spaansche pryzen , Door ons , by Tessels reê , gelukkig opgedaan ; Doch de andere zyn zeer wel met dapper Volk belaên , Met Krygsliên , die den Staat en 't Stamhuis van Oranje Getrouw zyn , ook meteen zyn Majesteit van Spanje Erkennen voor hunn ' Vorst ; maar schriklyk zyn verstoord Op Alva , Perenot , en andren , die , door moord , Door bloed - en gouddorst , wreed , de Vryheid ondermynen .	Emotion_Loyalty_Anger
rivi001vero01_01.TEI.2.text.body.div.div.sp.419.s.1	Dat Volk is naar myn ' smaak .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.424.s.1	Dus zou 't byna wel schynen Dat gy de goede zaak waart toegedaan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.430.s.1	Myn Heer , Ik dien myn Vaderland , en stel daarin myne eer Dat ik de goede zaak de hand zal moogen leenen .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.432.s.1	Vyfde tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.stage.435.s.1	Vander Mark , Entes , Treslong , de Ryk , Koppestok , Gevolg van Edelen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.438.s.1	Treslong , Vander Mark tegengaande .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.441.s.1	Die Veerman zal met ons zich op het naauwst vereenen , En trouw behulpzaam zyn .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.448.s.1	Dat hy met allen spoed , Uit onzer aller naam , dan staks een boodschap doet Aan hun die 't Eiland Brielle en zyne Stad bestieren .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.451.s.2	tegen Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.453.s.1	Zult ge uw kloekmoedigheid dien toom wel durven vieren ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.458.s.1	Ja toch ; hier is geen mensch die u durft tegen gaan .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.458.s.2	Wat wilt gy dat ik zeg .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.471.s.1	Dien uw Regeering aan , Dat u Graaf vander Mark , Treslong en andre Heeren , Ontmoet zyn , aan wien gy , op hun volstrekt begeeren , U zelf verbinden moest te treeden in de Stad , Om van haar ' vollen Raad terstond te vergen , dat Zy twee Gemagtigden uit hen naar buiten zenden Tot ons , om alle kwaad voorzichtig af te wenden .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.471.s.2	Verklaar hun , voor de rest , dat wy hier zyn geland , Om hen van 't Spaansche juk te ontheffen , Ferdinand Testuiten in zyn woên , en om 's Landsrecht te staaven .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.477.s.1	Ach !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.477.s.2	zag men 't Schip van Staat eens die gewenschte haven Bezeilen , 't bang geween der droeve Burgery Verkeerde rasch in vreugd !	Fear_Joy_Emotion_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.div.sp.482.s.1	Op welk een wys zal hy Tochtoonen , aan den Raad , dat wy hem zulks gebooden ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.488.s.1	Hy heeft bewys , noch blyk , noch volmagts-brief van nooden .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.488.s.2	Dat elk , die hem mistrouwt , het oog naar Brielsche Hoofd Slechts keer ' , de Schepen zie , en hem alsdan gelooft .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.492.s.1	Ik kan hem , ten bewys , voort een ' Geloofsbrief schryven .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.497.s.1	Uw Zegel en Geschrift zou weinig goeds bedryven ; Die teekens zyn aldaar tot nog toe niet bekend .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.503.s.1	Geef hem dien Ring , waar door uw ' Vader was gewend , Als Hoofdbaljuw dier Stad , zyn order te doen gelden .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.512.s.1	Dat uitstel , en dien schroom , verveelen onze Helden .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.512.s.2	Wy , 's Dwinglands dwingers , zyn reeds alle regelmaat En wetten van ons volk , dat thans in kluisters gaat , Ontwassen : zullen wy hier naar bepaaling hooren !	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.512.s.3	Neen , Slaaven voegt die band ; wy , wyzyn vry gebooren : Wy haaten slaaverny .	Emotion_Hatred
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.515.s.1	Treslong , den Ring aan vander Mark geevende .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.518.s.1	Daar , dappere Admiraal , Aanvaard myn ' Zegelring .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.521.s.2	geeft den Ring , na hem beschouwd te hebben , aan Koppestok .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.524.s.1	Volvoer nu altemaal , Wat ik u heb gezegd ; wy zullen 't u beloonen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.527.s.1	Koppestok , heengaande .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.532.s.1	En ik , Heer Admiraal , zal my gehoorzaam toonen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.532.s.2	Maar zoo men op 't Stadhuis my eens gevangen houdt ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.stage.530.s.1	Wederkeerende .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.538.s.1	Hoe , daar ge uit eigen wil u nergens toe verstout , Maar , als gepreste Boô , van ons en onzent wegen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.538.s.2	Alleen een boodschap doet , waar zyt gy voor verlegen ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.545.s.1	Ik zal dan derwaards gaan , op uw bevel , en keer Met Stads gemagtigden , wil zulks de Raad , straks weêr ; Doch houd men my daar vast , ik zal 't geduldig lyden , Op hoop dat gy welhaast my moedig zult bevryden .	None
rivi001vero01_01.TEI.2.text.body.div.div.head.547.s.1	Zesde tooneel .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.576.s.1	De Stad thans onbezet , wier Krygsvolk 't , Utrechts Sticht , Op uitgedrukten last , geweldig plaagt , verligt Ons werk in zwaarte , indien de Brielenaars besluiten , Door tegen weer , ons volk voor hunne Vest te sluiten ; Zy zyn nu veel te zwak dan dat hun Burgery Dit onderneemen zou ; die dwaaze raazerny Gedyde tot haar straf ; zy moeten ons vertrouwen Als vrienden , of voortaan als vyanden aanschouwen ; Zy kiezen een van twee : geen langer weiffeling Moet ons meer stil doen staan : had Egmonds staalen kling Min weiffelend geweest , hy dus geen brug gelegen Waarover wy hier 't eerst de Spanjaards binnen kreegen , Hy was nooit schandelyk onthoofd op 't Hofschavot .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.576.s.2	Dat elk die voor ons is zich zelf niet schuil hou ' tot Wy by hem komen , neen , nu moet men zich verklaaren Voor Prins of Hertog ; want men duldt geen weiffelaaren ; Die 't met den eersten houdt wordt onze lotgenoot , En meê een vryheidstut ; maar die zich af en snood , Voor Alva waapnen laat , is 't leevenslicht onwaardig , En grooter schelm dan hy .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.576.s.3	Myn Vrienden dat men vaardig Den Dwing land tegen ga : Menspaar ' zyn ' aan hang niet , Daar hy in ons geen deugd of edelheid ontziet .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.591.s.1	Laat ons de Geestlykheid , geen Kastiljaan en , spaaren , Myn Broeders schim komt 's nachts gestadig om my waaren , En zet my tot de wraak op zyne moorders aan .	Emotion_Vindictiveness
rivi001vero01_01.TEI.2.text.body.div.div.sp.591.s.2	Deedt hem Toledo 't hoofd van 't edel lichaam slaan , En voorts zyn bloedig lyk en overschot vertoonen , 'k Zal dien geweldenaar zyn moordery beloonen , En , valt hy in myn hand , hem martlen door de koord , Of door noch wreeder straf .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.591.s.3	Men moet aan hem den moord Der eedle Batenburgs , en die van andren , wreeken .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.591.s.4	Geen mensch moet ter behoud ' van een ' dier Beulen spreeken , Of hy wordt straks verdacht hun deelgenoot te zyn .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.596.s.1	Acht ge ieder Kastiljaan strafwaardig , met wat schyn Is de Geloofsgenoot dier schelmen dan onschuldig ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.speaker.598.s.1	de Ryk	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.604.s.1	Uw haat houdt perk noch paal ; gy toont u te ongeduldig , Te zeer op 't Roomsch Geloof gebeeten : ons geweer Moet allen zielendwang , en vryheidschennis , meer Bestryden dan 't gevoel ' van andre braave menschen , Die , eveneens als wy , herstel van vryheid wenschen .	Emotion_Hatred
rivi001vero01_01.TEI.2.text.body.div.div.sp.608.s.1	Wie zyn Geloof belydt is even goed als hy .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.617.s.1	Veel Roomschen haaten ook de vreemde dwinglandy ; Zy zullen nevens ons den grond der vryheid leggen , Verbittren wy hen niet door schamper doen en zeggen ; Hun medehulp zal ons doen zegevieren : want Tweehonderd vyftig man zyn niet in staat om 't Land Te redden en daaruit de Spanjaards te verjaagen .	Emotion_Hatred_Anger_Spitefulness
rivi001vero01_01.TEI.2.text.body.div.div.sp.637.s.1	Wy moeten van 't geweld der Vreemden ons beklaagen , En nooden ieder een tot zyn behoudenis .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.637.s.2	Men weet het grootste deel des volks gehoorzaam is .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.637.s.3	Om dat het nog geen ' weg ter uitkomst zag gelegen ; Duszal , wen Brielle en Voorndoor ons wordt in gekreegen , En 's vyands over magt maar eenmaal afgeweerd , Al 't Neêrlands volk doen zien hoe min het dwang begeert , Terwyl de vryheidszucht der oude Batavieren , Zal blinken uit hun doen en laaten ; dus bestieren Wy alles tot ons best .	Emotion_Other_Desire
rivi001vero01_01.TEI.2.text.body.div.div.sp.637.s.4	Daar 't Utrechts volk alree Bossu en Ferdinand weêrstreeven , durven meê De kloeke Brusselaars de tiende Penning weigren : Geschiedt dit heden reeds , hoe wil hunn ' moed dan steigren Wanneer wy door het Zwaard die schatting tegenstaan , En wy alhier de Zon der Vryheid op doen gaan , Waar elk , voor Alvaas woên , dan kan een wykplaats vinden ?	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.1	Men moet van nu af aan recht werkzaam zyn , myn vrinden , En brengen 't volk aan Land , dat in de Schepen wagt .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.2	Bezet het hier omtrent , met onze kleene magt , Zoo groots als 't mooglyk is ; doet tromp en trommel raazen , Om de Afgezondenen der Stad dus te verbaazen , Dat ze ons veel duizenden gelooven sterk te zyn .	Fear_Emotion_Wonder
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.3	Wat aan 't getal ontbreekt vervull'men door den schyn , Voor 't oog , en , inderdaad , met rapheid , moed en krachten .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.4	Wy planten hier nu 't eerst de Vryheids vaan , en wagten Vermeerdering , in kracht , in aanzien en getal , Zoo dra wy meester zyn van Eiland , Stad en wal ; Dit zal ons dag aan dag al meer doen zegepraalen .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.5	Wanneer de gulde Zon haar flikkerende straalen Aan dit gewest ontrekt , zy Koor - en Misgewaad , Kassuiffel , Kap en Stool , Altaar en Kerksieraad , Geplonderd , en ten buit van ons en onze Helden .	None
rivi001vero01_01.TEI.2.text.body.div.div.sp.661.s.6	Dat ieder , die ons durft voor watergeuzen schelden , Verstomd sta , en , met schrik , beschouw ' hoe Nederland Hierna , door Nassauws zorg , met zulk een vastenband Van Een dracht , tot geluk zyns Burgers , blyft gebonden , Die voor de dwing landy , onbreekbaar wordt bevonden .	Fear_Emotion_BodilyProcess_Wonder
rivi001vero01_01.TEI.2.text.body.div.div.stage.663.s.1	Einde des Eersten Bedryfs .	None
rivi001vero01_01.TEI.2.text.body.div.head.667.s.1	Tweede bedryf .	None
rivi001vero01_01.TEI.2.text.body.div.stage.671.s.1	Vander Mark , Entes , Treslong , de Ryk , Duivenvoorde , Gevolg van Edelen , Bootsvolk en Soldaaten ; welke laatsten , geduurende dit Tooneel , allerbande Krygsbehoeftens , als uit de Schepen baalende , achterwaards en zylings overbrengen : ook ziet men eenige Standaarts , Vaandels , Vlaggen en Wimpels zwieren ; zynde in den grond , ter wederzyden van het Tooneel , geplant .	None
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.673.s.1	Duivenvoorde .	None
rivi001vero01_01.TEI.2.text.body.div.sp.677.s.1	Gy Heeren , wat is dit , dat gy u hier op 't strand Tot eenen aanval schikt ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.677.s.2	Wat eisch maakt gy op 't Land En Volk ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.707.s.1	Wy komen hier by u als vrienden landen , Om dus gesaamentlyk , het scherp van Alvaas tanden Te stompen , wen hy u tot op 't gebeente knaagt .	None
rivi001vero01_01.TEI.2.text.body.div.sp.707.s.2	Uw rechten dien hy schendt , de schatting die hy vraagt , En zyn geweldnaary , doen ons te saamen komen , Om hem te keeren .	None
rivi001vero01_01.TEI.2.text.body.div.sp.707.s.3	Wy , wy hebben voorgenomen , Uit Held Oranjes last , voor Hollands vryën Staat , Kloekmoedig 't hoofd te biên aan hem , die , door verraad , Ons meer der drukt dan ooit zyn ' Koning heeft gebooden Te moogen doen ; waarom wy u op 't vriendelykst nooden Ter oopning uwer Poort ; 't is tyd dat ge ons ontvangt , Om uwen Landgenoot , door boei en band geprangd , Verlossing , ademtogt en vryheid te bezorgen .	None
rivi001vero01_01.TEI.2.text.body.div.sp.707.s.4	Gy ziet de tyranny , met moorden en verworgen , Van dag tot dag , al meêr en meêr , in bezigheid , Daar de arme Burgery en Weeuwen Wees vastschreidt , Om 't droevige verlies van Vrienden , Bloed verwanten , Van Man en Vader !	BodilyProcess_Sadness
rivi001vero01_01.TEI.2.text.body.div.sp.707.s.5	ja , gy hoort , aan alle kanten , Hoe 't klaagende Gemeen om de onderdrukking zucht , Waarvan de ryksten liên , de kneevlaary ontvlucht , Uit dit verdrukt Gewest , zich elders nederzaten : Dus wordt door duizenden dit vruchtbaar Land verlaaten En van zyn volk ontbloot : dit kan men tegengaan ; Indien gy maar met ons de hand aan 't werk wilt slaan , Dan zult gy van alom ons helpers toe zien vloeijen , En , uur op uur in magt , in moed en aanzien groeijen .	HeavyHeartedness_BodilyProcess
rivi001vero01_01.TEI.2.text.body.div.sp.721.s.1	Wy weeten al te wel dat Alva , buiten recht , Den tienden Penning heft , en een belasting legt Die ons te moeilyk valt ; maar wy zyn onderdaanen Des Konings die daarom in 't minst niet moogen waanen Ontrokkenen te zyn aan 't Graaffelyk gezag .	None
rivi001vero01_01.TEI.2.text.body.div.sp.721.s.2	Wy worden wel gedrukt ; doch kunnen ons beklag Doen gelden voor den Troon , daar ons de Vorst zal hooren ; Aldus wordt Neêrlands recht met eer en roem herbooren , Door Koningklyke gunst , zoo men verzoekend ' blyft , Toledo streng beklaagt , en anders niets bedryft Tot nadeel van het Hof of Vorstelyk vermogen .	None
rivi001vero01_01.TEI.2.text.body.div.sp.725.s.1	De Koning en zyn Hof zien Alva zelfs naar de oogen .	None
rivi001vero01_01.TEI.2.text.body.div.sp.729.s.1	Waarom dan Vorst en Hof en Alva niet weèrstaan ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.733.s.1	Om dat men in één ' keer nooit al te ver mag gaan .	None
rivi001vero01_01.TEI.2.text.body.div.sp.742.s.1	Na 's Keizers overdragt van zyne Heerschappyen Op zynen Zoon Philips , zyn alle muiteryen , Die tegen deezen Zoon , door ons als Vorst erkend , Met welken schyn 't ookzy , ooit worden aangewendt , Ten hoogste straffens waard .	None
rivi001vero01_01.TEI.2.text.body.div.sp.747.s.1	Die Zoon zwoer ons met eeden , Dat hy ons billykrecht nooit zou met voeten treeden .	None
rivi001vero01_01.TEI.2.text.body.div.sp.751.s.1	Treedt dan de Koning zelf uw rechten met den voet ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.755.s.1	Hy is aan spraakelyk voor 't geen zyn ' Landvoogd doet .	None
rivi001vero01_01.TEI.2.text.body.div.sp.759.s.1	Klaag dan zyn ' Landvoogd aan .	None
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.762.s.2	met drift .	BodilyProcess_Anger_Annoyance
rivi001vero01_01.TEI.2.text.body.div.sp.771.s.1	Hoe kan ik langer zwygen !	None
rivi001vero01_01.TEI.2.text.body.div.sp.771.s.2	Daar is geen recht aan 't Hof van Spanje te verkrygen ; Dit ziet gy zelf , Mynheer , al zwygt gy zulks nog stil .	None
rivi001vero01_01.TEI.2.text.body.div.sp.771.s.3	De Landvoogd doet hier niets dan met des Vorsten wil , Schoon d ' eesten daar alleen de schuld van dient te draagen , Tot zoolang dat men Vorst en Landvoogd kan verjaagen ; Ten zy de Koning zich , in tyds , gezeggen laat , En spoedig 't recht hersteld van deezen vryën Staat .	None
rivi001vero01_01.TEI.2.text.body.div.sp.779.s.1	Gy wilt dan dat men u de Poorten zal ontsluiten En binnen laat om dus de Spaansche magt te stuiten ?	None
rivi001vero01_01.TEI.2.text.body.div.sp.779.s.2	Maar zyt gy sterk genoeg , indien 't u wordt vergund , Dat gy de Kastiljaan , van hier verdryven kunt , Wanneer hy d'aanval waagt gansch raazende en verbolgen ?	Offended_Emotion_BodilyProcess_Anger
rivi001vero01_01.TEI.2.text.body.div.sp.speaker.781.s.1	vander Mark .	None
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.1	Wy kennen ons in staat dien Landaart te vervolgen .	None
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.2	Prins Willem , die alleen op goede tyding wagt , Zal straks , uit Dillenburg , met Duitsche Leger magt , Met Paltzer , Sax en Hes , de Nederlanden naadren : Graaf Lodewyk doet reeds in Vrankryk volk vergadren : De Brusselaar verlangt naar uitkomst : Utrechts volk .	None
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.3	Met dat van Zeeland , wenscht , met zynen scherpen dolk , Op 't minste goed gerucht , het yzerjuk te breeken , Dat elk met weêrzin draagt : Oranjes Legerteeken , Zyn Vorstelyk beleidt , des Volks getergde wraak , En 's Hemels onderstand , bevordren onze zaak .	Emotion_Vindictiveness
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.4	Ons volk , nog ingescheept , vol yver en verlangen , Brandt om aan Land te treên en 't laatst bevel te ontvangen Ter storming op den muur , die ligt wordt overheerd , Waardoor de Burgery zou lyden ; dies begeert Oranje , door myn ' mond , dat zich de Brielenaaren Met ons vereenigen , om allerlei gevaaren Aldus , gelykerhand , te keer te kunnen gaan .	Emotion_BodilyProcess_Desire
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.5	Gy , Heeren , moet dit straks de Vroedschap doen verstaan .	None
rivi001vero01_01.TEI.2.text.body.div.sp.808.s.6	Wy eischen kort beraad en willen uwe schaden , Waar 't weezen kan , verhoên .	None
