bidl001nede01_01.TEI.2.text.body.div.head.138.s.1	De muitery en nederlaag van Midas , Of koning onverstand .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.586.s.1	Daar komt de Onzydigheid , nu staat wat goeds te hoopen , Z ' is hevig , zo het schijnt , wijl Yver haar verweerd .	Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.586.s.2	Wy gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.593.s.1	Ik schuil Nu toon , het geen gy hebt geleerd .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.stage.591.s.1	Tegen Bedilal .	None
bidl001nede01_01.TEI.2.text.body.div.div.head.595.s.1	Zesde tooneel .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.598.s.1	Onzydigheid , vrolijheid , Yver , Berispal een weinig ter zyden .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.600.s.1	Onzydigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.603.s.1	Gy vorderd my , 't is wel ; ik zal 't nu zelf gaan hooren , Maar moog'lijk hebt gy nu iets zedigs uitgekoren ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.605.s.1	Yver .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.608.s.1	Men zal nu doen , gelijk men altijd heeft gedaan , Ik ben verantwoord , als gy 't zelf wilt hooren gaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.1	'T is niet genoeg , dat Staat en Kerk blijft onbesprooken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.2	Vaak legt ook scherpheid in een dubb'len zin gedoken , De dertelheid door konst zo wel bewimpelt , dat De eenvoudigheid in 't eerst de vuiligheid niet vat ; Maardoor gebaar , en meêr als eens te zien , of hooren , 'T vergift gewaar werd , dat niet kenbaar was te vooren .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.3	Ik cisen een destigheid in zaaken , en in taal ; De waereld wysheid zelf , leerd op de scherpe schaal Van eer en billikheid , en wetten aller weegen , Om tegens rust , noch recht , noch reden iets te pleegen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.4	Hoe kan ik dan te veel u raaden , om 't gezicht .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.623.s.5	Noch 't oor te kwetzen met of geil , of steekgedicht ,	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.1	De Nijd en Achterklap kan ligt iet haatlijk noemen , Optygen , dat men 't vuil met voordacht wil verbloemen ; Want wylze ommagtig zyn om iets te maaken , 't geen , Vermaak en leering geeft , aan heeren , of 't gemeen , Is al hun werk , en vreugd , eens anders werk te laaken , Verkeerde uitlegginge , en beduitzelen te maaken .	Joy_Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.2	Maar hoor nu , of men ooit uw ' zuiverheid misdoet ?	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.3	De burgerplicht werd steeds in mijn beleid gevoed . 'K geef schildery in taal , hoe boosheid werd verdreeven , En deuglijke eerzucht met vernoeging opgeheven .	Honor_Emotion_Anger
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.4	De zedenplichten , en behoorlijke ommegang Met hooge , en laage , gaan in myn gezag in zwang .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.640.s.5	De stemmigheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.speaker.642.s.1	Vrolikheid .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.1	Die werd althans zo zeer gepreezen , Dat op uw Schouwtooneel myn rol haast uit zal weezen . 'T heet , als men maar een ' woord van jok of boerten zegt , Dat dus de weg tot alle onkuisheid open legt .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.2	En wie , wie zyn , die dus op myne zeden smaalen ?	EmotionalAction_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.3	Myn doen by u , by my uw doen op 't haatlijkst maalen ?	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.4	Geloof , Onzydigheid , 't zyn menschen , die de magt , Door list , of deugd ontbreekt , om zich alom geacht Te maaken door hun penn '; maar lacht met volle monden , Om 't weezen van de deugd ; men vind gestadig vonden , En naamen tot hunn ' smaad ; men noemt haar stuurs en stijf .	Joy_Emotion_BodilyProcess_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.5	Gy strekt den Nijd en Twist een heim'lijk tyd verdrijf .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.6	My schendmen al te los , en houd alle oogenblikken , Onhebbelijk gesprek , en grillen kwinten kwikken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.7	Laat ik , Onzydigheid , eens zonder veinzen raân , Sla acht op al myn doen , ik zal 't op uwe slaan .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.661.s.8	Gv zult uw ' toestand voort tot myne blijdschap gunnen , Waar in de deugd ook zelf zich zou verheugen kunnen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.1	Dat gy dan wederzyds op my te onvrede zyt , Gy my te groote vreugd ' , gy straffe taal verwyt , Komt niet , of uit u beide , of toestand myner zaaken .	Joy_Emotion_Annoyance
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.2	Vorst Onverstand weet nu een twistrot op te maaken .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.3	Om de eer van Febus kroon , ten deele my betrouwt Te schenden , eer en konst , en oeffening zo stout Te last'ren , dat geen geest my hulp zou durven leenen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.4	Men hoord geleerdheid , als gedoemt , in banden steenen .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.5	De wysheid laat zich maar by weinige nog zien .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.6	De letter-oeffening ; moet als ter sluik geschiên : Want komt een haater van de kunst die vlijtter ooren , Zo heeft die yv'raar reeds zyn ' goeden naam verlooren .	Emotion_Hatred
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.7	Indien ook Febus in deeze inbreuk niet voorziet , Zo raakt Geleerdheid , en zyn ' achting , heel tot niet .	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.8	Och !	None
bidl001nede01_01.TEI.2.text.body.div.div.sp.680.s.9	mocht Geleerdheid eens nog voor myn ' oogen komen .	None
bidl001nede01_01.TEI.2.text.body.div.div.stage.682.s.1	Bedilal ter zyden .	None
