bred001moor01_01.TEI.2.text.body.div.div.head.3771.s.1	Namen der spellende personagien .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4166.s.1	Hebt goede moedt , myn Heer , komt nader by het vyer Al waardy stijf van kouw u wermte die is hier .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.1	Wel wie spreeckt daar ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.2	zyt ghyt ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.3	o sleutel van myn sinnen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.4	Hoe blijfdy nu soo staan ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.5	hoe gady niet na binnen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.6	En krijch ick goeden dach ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.7	noch die ghewone kus ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.8	En spreeck gy niet een wóórdt ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.9	wel lief !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4177.s.10	hoe swijchdy dus ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4190.s.1	Lief !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4190.s.2	ja lief , goen dach lief , hoe meuchdy noch soo spreken ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4190.s.3	Hoe lief dat ick u waar dats gist'ren wel ghebleken : Die valsheydt hadt ick noyt in u te zyn ghelóóft , Dat ghy my sonder reen de deure sluyt voor 't hóóft .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4194.s.1	Ay lieve laat dat na , laat ons wat anders praten ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.1	Wat sechdy !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.2	soud ' ick dit so los dan varen laten ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.3	Och !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.4	oft ick eens van Godt soo vele maar ontfingh Dat my de min als u niet dieper in en gingh ; Oft dat u eens de vlam die my het hart doet blaken , Met sulcken hitte mocht u siele brandent maken .	Emotion_BodyPart_BodilyProcess_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4215.s.5	Of roock ghy maar de geur , ghy sturreft van myn leedt , En van de bittre spijt , die ghy my gist'ren deedt .	Emotion_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.1	Bedroeft u niet myn hart !	Emotion_BodyPart_Sadness
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.2	myn lievert !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.3	ach myn waarde !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.4	Daar is gheen soeter mondt ( ghelóóf ick ) opter aarde .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.5	Myn uytverkoren !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4231.s.6	ach 't is niet uyt trots gheschiet , Noch oock om lievers wil , neent seeckerlycken niet , Maar tot een goeden endt al myn voornemen streckten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.1	Ja dat ghelóóf ick best !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.2	en dat ghy 't daarom reckten Ten goeden eynde , he ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4242.s.3	en om beterswil quansuys Soo sloot ghy ons uyt liefd ' soo moyties buytenshuys .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4247.s.1	Ja dunckt u dat ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4247.s.2	wel an , ick wil u nu bedieden Om welcke saake ick u hebbe doen ontbieden :	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4253.s.1	Int u belieft , secht op ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4261.s.1	Eerst bid ick datje secht Of hy wel swijghen sal , den desen , uwe knecht ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.1	Wien , ick ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.2	seer wel , maar houwt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.3	ick sweert u by myn trouwen , Soo langh ick waarheydt hóór kan ick myn mondt wel houwen ; Maar soo ghy yets versiert van leughens dit , of dat , So brengh ick het verstont over die heele stadt , O ick kan soo larye , trots yemandt vande beste Larysters van't heeckel-velt , van't kattegat , van't hol en vande vesten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4294.s.4	Dats nou al eveleens , spreeckt op , en sechdy reyne biecht Soo sal ick swyghen , en u straffen als ghy liecht .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4301.s.1	Ick had een moeder die woonachtich was in Spangjen , Doch Brabants van geboort .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4305.s.1	dats wel !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4342.s.1	als de prins van Orangjen Hier uyt het lant vertrock , met zyn eedlen en bloedt , Wt vreese van het straf bedwinghen van't ghemoedt , En soob'ren staat des lants , en dat d'Hollantsche Steden , Den grooten overlast , en 't schricklyck móórden leden ; So wasser seecker Don een lóósen ouwden guyt , Die een kleyn Meysje hadt beneffens and're buyt , Die hy soomen daar riep wel loff'lyck hadt verwurven , Dit schonck hy an myn Moer , en vóórts is hy ghesturven An die fransoysche sieckt , en quellingh vande Maagh ; Hy seyde eer hy stierf , dit kint is uyt den Haagh .	Fear_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.4347.s.1	Uyten Haagh ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.1	So denck ick , ick ben niet sekers vroeder ; Sy noemde dickwils my haar Vader en haar Moeder : Maar vóórt gheen meer bescheyt , noch van haar staat of stadt , Van welck door jonckheyt sy gheen kennis heeft ghehadt .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.2	Daar na myn Moeder hiel dit jonghe wicht in eeren , En lietet Kunsten , en veel schóóne wercken leeren , Van Naayen met de naalt , van teeck'nen uyter handt , Van 't spelen op de Luydt , na de manier van 't Landt : Van lustigh dansen , oock van meesterlyck te singhen ; Int kort , sy brochtse op in alle soete dinghen ; Myn Moeder hadtse toch te wonderlijck besint , Niet als een vremdelingh , maar als een eyghen kint ; En ick hadse oock lief , en sach haar byster garen , De lieden waanden dat wy twee ghesusters waren .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.3	Daar na so ist ghebeurt dat ick seecker verdragh Maackten , met een Jonghman die hier voor leggher lagh : Een Oosterlingh !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.4	die mijn ( God wil het hem vergheven ) Hier tróónd , en brachtmen tot dit onbehoorlyck leven : Hy hadmen seer bemindt ghelyck het bleeck in't ent Want siet hy maackte mijn al 't goet by Testament .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.5	Na wat verlóóps van tydt so quam hier doen een Ruyter , Een hallef mallen bloet een Róóver , een Vrybuyter , Die had de Muts op myn , en heeft mijn vaak besocht Tot dat hy lest vertrock en reysden op een tocht .	Emotion_Love
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.6	't Sint viel u óógh op myn , ghy quaamt by my verkeeren En trockt myn hart en sin , ick mocht u niet ontbeeren , Als ick u niet en sach myn siel was ongerust : Als ick u weder sach ick vlamden steets van lust , U selven ist bekent , hoe ick u plach te streelen En myn verborghentheen so grondich te beveelen : Ghy waart alleen myn raat , myn hulp , myn huel , myn heyl , Dien oydt was meest de wech tot mynen boesem veyl , Daar myn als brandent lont de ving'ren van u handen Ontvonckten 't ingewant , en deet als Bus-poer branden .	Worry_Emotion_EmotionalAction_BodyPart_BodilyProcess_Love_Loyalty_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.7	En elcken woordt , hoe kleyn dat ghy tot mywaarts sprack , My als een Sulpher-stock , de heete borst ontstack .	BodyPart_BodilyProcess_Love_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.8	Helas !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.9	wat kittelingh gevoel ick door 't vernuwen : Myn tróóst !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4444.s.10	waarom ist myn belet met u te huwen ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.1	Ja hadse dat geluck die afgereden Queen Hy trouwe ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.2	ja kóópje geen glas ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4458.s.3	ick denck wel neen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4470.s.1	O waardige !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4470.s.2	gedenckt hoe ghy eens waart ghelegen , Nevens myn groene sy : ghelyck wy dickwils pleghen Te doen : Maar noyt so soet als die ghewenste nacht Die van ons beyden wert met vreughden door-ghebracht .	Joy_Emotion
bred001moor01_01.TEI.2.text.body.div.div.sp.4474.s.1	Wat nacht , wanneer , en hoe ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4506.s.1	Maer doe ghy onder allen Verwonnen van de vaack in slaape waart ghevallen ; Mijn hóóft lach in u narm , u hand lach an myn sy , U óóchjes hallef toe die lonckten noch op my : Wie weet wat tochten dat my inde sinne viellen , De reden met ghewelt myn lusten teghen hiellen , So niet ; of ick rees op , en kusten vóórt terstont U voorhoofd , wangh en kaak maar boven al u mont : Ick sprack , ghy snoofd , ick woeld , en stille bleefdy legghen En wat ick meerder docht dat sal ick u eens segghen .	EmotionalAction_BodyPart_BodilyProcess_Love_Desire
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.1	Also !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.2	liech al voort , wel seecker jy kuntet prompt Ist geen jammer dat liegen sondt is , daert so wel te pas kompt ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.3	Wat gherammel heb ick hier ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4519.s.4	jy sult de waarheyt spreecken , En beginnen daar jy eerst u reden by liet steecken .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.1	Wel ymmers hóórt dan toe , hoe dattet voorts bevoer : Myn moeder sturf , en liet het jonghe kindt haar broer , Wel verstaande mijn Oom , die somen wel magh weten Van een gierigen droes was gants en al beseten : Niettemin voor eerst , so nam hy ' twicht wel waar Onghevaarlyck den tydt van thien of twalif jaer , Int leste wiert myn Oom heel suynich en heel kaarich , Doch d'oude lieden zijn hier meest van onderwaarich , Sy garen sparen steets alst minst haer is van noot , S'onthouwen om het geldt haar selven kleet en broot .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.2	Wat strenghe straf lecht ghy , o giericheyt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.3	rechtvaardich U slaven op ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.4	en acht haar kost noch voetsel waardich .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.5	De man hadt ghelt en schat in grooten overvloet , Wat wast ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.6	hy was en bleef een dienst-knecht van zyn goedt .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.7	Des smorghens stont hy op in een kaal onderrockje , En gingh int vulles-vat , en roerdent met een stockje , Oock somtijds met zyn hant , en sochtet scharep duer , En vulde so een sack met d'een en d'ander luer .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.8	Hij brayde alle daagh zyn korfjes en zyn matten , En bleef een Bedelaer by Ridderlycke schatten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.9	Wat baat de Ryckdom dan alsmense niet besteet Tot ons of 's naastens nut ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.10	ach armen niet en beet !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.11	O geltsucht !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.12	o ghy plaagh !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.13	ghy gront-vest aller quaden !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.14	O hongher diemen kan vernoegen noch versaden !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.15	Maar wat de Duyvel denckt en blaast de mensche in Volbrenght hy met een set om 't snoode gelts ghewin : Ghelyckmen Nóóm , die om veel gouts te saam te hóópen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4594.s.16	Besloot dit lieve Lam aan yemant te verkóópen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4598.s.1	Wel hoe verginckt hem doch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4614.s.1	Recht als AEsopus hondt , Die om de schijn van't gróót , verloos ' tvleys uyt zyn mondt : Hy is uyt Spaengien vóórt met dit opset ghevaren , Om haar te veyllen by de Turcken of Barbaren .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.1	Onmenschelyck ghebruyck !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.2	Godlóóse schelmery !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.3	Datmen de menschen vent , tot paartsche slaverny !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4629.s.4	Hier zynder oock in stadt , die sulcken handel dryven , In Farnabock : maar 't sal Godt niet verhoolen blyven .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.1	De Spaansche Kraack en was met ballast niet ghelaan , Maar met Jan gatten , dier niet op de vaart verstaan : Sy dwarlen inde Zee met neerghestreeke Seylen , En weten star noch grondt te schieten noch te peylen .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.2	De kracht vande Magneet en wasser niet bekent , En niemant was van haar de dolle Zee ghewent , Voorts kompter bruysent an een schip vol ruekeloosen En Godt-vergeten guyts , van schuymers en Matroosen , Die klampen hem anboort en legghen hem een laagh Gheschuts ter zyen in , en raken so voort slaagh : Dat groote Back-beest dat verlaan was met ses hondert Spaenjaarden , was terstont verovert , en gheplondert , Gepluystert , en geplockt , van gelt en kostlyckheen , Diese waanden op de tocht te mang'len en besteen ; De Specken , die haar lyf met gelt niet konden boeten , Die nam het Grauw gheswindt en spoeldese de voeten : Myn Oom wert ande Mast recht overeyndt ghestelt , En met een touw om 't hooft gewronghen en gheknelt , Dat hem de ad'ren grof opswollen schier tot barsten , So dat hy beet van pyn dat hem de tanden knarsten : Noch leet hy nieten mydt : doen quam een oorlochs-boef En nam zyn voorste duym , en schroefse in een schroef Dat hem ten naghel uyt , het bloet met krachte spuyten , Syn lyf was hem so lief niet als zyn Spaensche kluyten .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.3	De Schieman sprack tot hem wijst met gemack u ghelt Of ick salt u eerlangh doen segghen met ghewelt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.4	Dan ick raadt u voort best verweckt my tot gheen tóóren Of 'k sal met Bossekruyt vervullen dyne óóren , En steeckent met wat vier hiel luchtigh inde brandt Ist dat ghy hier u geldt niet daadlyck schaft ter handt !	Emotion_Anger
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.5	Doen isser ' tgroote wóórt dusdanigh uytghekomen : Ick hadt , o mannen !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.6	hoort , grootmoedigh voorghenomen Te sterven , eer ick u souw wysen geldt of goedt Doch een dingh wringht en wroegt , ja geesselt myn gemoet So fel en yssellijck met hondert duysent strepen Om dat ick myn o schandt !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.7	so byster heb vergrepen : Dat witte meysje , dat daar ginder sit en schreyt , Dat had ick laas !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.8	ghedocht uyt ickers giericheydt Aan eenich Moorsche Prins of Koningh te verkóópen , Nu ist God danck met haar veel beter afghelóópen ; Och !	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4770.s.9	doeter toch gheen quaadt , doet myn vry watje wilt , Het is my schier alliens of ghy myn braat of vildt ; Daar leyt myn geldt ( seyd hy ) deylt ghy dat bóótsghesellen : Vóórt heeft hy't avontuur van't meysje gaan vertellen , Van waar , en hoe sy quam , en wien haar heeft ghebrocht , Kort om ; myn nóóm is daar voor slaef int landt verkocht .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4780.s.1	Hoe tommelt het gheluck van 's menschen staat en leven !	Emotion_Happiness
bred001moor01_01.TEI.2.text.body.div.div.sp.4780.s.2	Maar wien heeft u soo vlack al dese reys beschreven ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4813.s.1	Den Hopman myn boelschap die heeftet myn vertelt , Want hy was Kapiteyn van't róóvers schip ghestelt : Van fyn ducate goudt soo schonck hy myn een keten Tot een wellekom ; maar doen hy quam te weten Dat ick met u op nuw soo kennis hadt ghemaackt , Soo quam hy op zyn Paart , hy is doch haast gheraackt , Die sotheydt heeft hy , dat hy om lueren en sueren , Als een by-slapen , hem soo hevich gaat verstueren ; Myn dunckt 't is mis-verstandt , datmen daar soo op siet : So veel als myn angaat , ick neem dat soo nauw niet .	Emotion_Anger
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.1	Wat onbeschaamtheyt gróót ghebruyck gy in u wóórden ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.2	Waar bleef het meysje doch ?	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4818.s.3	dat woud ' ick dat ick hóórde .	None
bred001moor01_01.TEI.2.text.body.div.div.sp.4873.s.1	Hy brochtet met de buyt in dese meeningh hier , Om my te schencken tot een meydt of Kamenier , Dan nu hy siet en hóórt hoe dat wy 't samen leven , Nu is hy niet ghesint de Dochter myn te gheven Voor en al eer dat ick ( het dient u toch gheseyt ) Een wijltydts met hem leef in alle vriend'lyckheydt : Niet dat ick op hem soo tóchtich ben verslinghert , Die niet soets aan hem heeft , ick spot maar met den dringhert , Ten is gheen Ritsaardt !	None
